bids,brand,category,character,condition,era,franchise,gender,item_num,price,quantity_sold,sell_date,size,title,toy_type,year
0,Dragon Wings,Military & Adventure,,New,,,,233323900833,3.99,13,,1:6 Scale,1:6 Dragon Model ACTION FIGURE Spare Shooting Hands FH_2N,Action Figure Accessories,
0,Hasbro,Transformers & Robots,Hardhead,New,2002-Now,Transformers,,312687436365,19.99,1,"Oct 13, 2019",6in.,"TRANSFORMERS GENERATIONS TITANS RETURN DELUXE CLASS ""FUROS & HARDHEAD"" HASBRO",Action Figure,2015
3,Hasbro,Military & Adventure,,Used,,GI Joe,,163894924779,42.0,1,"Oct 13, 2019",3.75in.,Vintage 1983 Hasbro G.I. Joe - Steel Brigade Action Figure with gun,Action Figure,1983
0,Kenner,"TV, Movie & Video Games",Biker Scout,Used,Pre-1980,Star Wars,,303297344728,50.0,1,"Oct 13, 2019",3.75in.,100% ORIGINAL vintage STAR WARS kenner BIKER SCOUT complete 1983 complete TAIWAN,Action Figure,1983
1,Hasbro,Comic Book Heroes,Nuke,Used,2002-Now,Marvel Universe,,223695286758,8.0,1,"Oct 13, 2019","6""","Marvel Legends Nuke from Captain America Civil War Loose 6"" Figure Hasbro 2016",Action Figure,2016
0,Hasbro,"TV, Movie & Video Games",Zorli Bliss,New,2002-Now,Star Wars,,312801805097,16.0,1,,3.75in.,Hasbro.Star Wars The Vintage Collection 3.75” Zorli Bliss New Sealed 3.75in,Action Figure,2019
1,Playmates Toys,"TV, Movie & Video Games",Michelangelo,Used,1988,Teenage Mutant Ninja Turtles,,312802915176,5.2,1,"Oct 13, 2019",5in.,1988 TMNT Michaelangelo,Action Figure,1988
0,Marvel Legends,Comic Book Heroes,Iron Man,Used,2002-Now,The Avengers,,113922387847,30.0,1,"Oct 13, 2019",6in.,Marvel Legends Avengers Endgame Iron Man Figure Lot Of 2 Endgame Bro Thor BAF,Action Figure,2019
0,Max Factory,Anime & Manga,,New,2002-Now,Puella Magi Madoka Magica,,162394399417,53.0,2,"Oct 13, 2019","5""",Kyoko Sakura Puella Magi Madoka Magica Max Factory Action figure Figma No.128,Action Figure,2012
0,Australia Zoo,"TV, Movie & Video Games",Steve,New,,,,283565507026,17.95,1,"Oct 13, 2019",,Steve Irwin Collectible Wildlife Adventure Series TALKING Action Figure NIB NEW!,Action Figure,
23,Mattel,"TV, Movie & Video Games",He-Man,New,,Masters of the Universe,,274041034445,280.0,1,"Oct 13, 2019",,"Masters Of The Universe Commemorative  5 Pack He-Man, Prince Adam mib moc motu",,
1,Kidrobot,Designer & Urban Vinyl,Laika the Space Dog,Used,2002-Now,Dunny,,233361991310,14.99,1,"Oct 13, 2019",3in.,"LAIKA THE SPACE DOG KIDROBOT DUNNY SERIES 2011 VINYL 3"" FIGURE AYA KAKEDA 1/20",Action Figure,2011
18,Hasbro,Military & Adventure,,Used,,GI Joe,,254381389061,16.5,1,"Oct 13, 2019",,Vintage GI Joe ARAH Alpine Action Figures - 1985 Hasbro,Action Figure,1985
0,ToyBiz,Other Action Figures,,New,2002-Now,Lord of the Rings,,264439490338,18.0,1,"Oct 13, 2019",6in.,Lord Of The Rings Action Figure Morgol Lord Witch King Toy Biz  Rare!,Action Figure,
1,Playmates Toys,"TV, Movie & Video Games",April O'Neil,Used,1988,Teenage Mutant Ninja Turtles,,312802918571,2.8,1,"Oct 13, 2019",5in.,1988 TMNT April O’neil,Action Figure,1988
0,Remco,Sports,,Used,,,,173964871651,7.5,1,"Oct 13, 2019",,AWA Remco 'Scott Hog Erwin' Long Riders Wrestling Action Figures Vintage 1985 ,Action Figure,1985
1,W.E.P. LTD,"TV, Movie & Video Games",Pidge,Used,1980-2001,Voltron,,143404322162,19.99,1,"Oct 13, 2019",,Vintage 1984 Voltron Pidge Action Figure Complete! W.E.P. LTD. Panosh Place!,Action Figure,1984
1,Playmates Toys,"TV, Movie & Video Games",,Used,1991,Teenage Mutant Ninja Turtles,,312796824416,3.75,1,"Oct 13, 2019",5in.,1991 TMNT Ground Chuck,Action Figure,1991
0,Hasbro,Transformers & Robots,,New,,Transformers,,113919107297,14.0,1,"Oct 13, 2019",6inch,Transformers Generations Titans Return Deluxe XORT & HIGHBROW Action Figure,Action Figure,
0,Kidrobot,Designer & Urban Vinyl,Michelangelo,New,2002-Now,Teenage Mutant Ninja Turtles,,392426760250,6.0,1,"Oct 13, 2019",3in.,Michelangelo TMNT Teenage Mutant Ninja Turtles Shell Shock Mini Series Kidrobot,Action Figure,2016
0,Unbranded,"TV, Movie & Video Games",Boy,New,,Roblox,,264438407835,9.99,12,,3in.,Roblox Action Figures Game Character Set 6 Pcs Cake Topper Kid's Party Toys Gift,Action Figure,
0,Mattel,Comic Book Heroes,,Used,2002-Now,Justice League,,323909328676,20.76,1,"Oct 13, 2019","6""",DC Universe Classics (DCUC) 2010 MARTIAN MANHUNTER (WAVE 15) - Loose,Action Figure,2010
0,SOTA Toys,"TV, Movie & Video Games",Killer Klown,New,2002-Now,Killer Klowns,,193156406223,375.0,1,"Oct 13, 2019",7in.,Killer Klowns from Outer Space Figure Tower Records EXCLUSIVE - SOTA Toys Set,Action Figure,
1,Playmates Toys,"TV, Movie & Video Games",,Used,1990,Teenage Mutant Ninja Turtles,,312796795940,3.75,1,"Oct 13, 2019",5in.,1990 TMNT Mike the Sewer Surfer w/ party belt,Action Figure,1990
1,Bandai,"TV, Movie & Video Games",Red Ranger,New,,DINO SUPER CHARGE Power Rangers,,303311936704,30.0,1,"Oct 13, 2019","5""  inches",Lot OF (2) Sabans Power Ranger Dino Super Charge Figures Rare,Action Figure,2016
0,McFarlane Toys,Fantasy,Dragon,New,2002-Now,,,233363984418,42.5,1,"Oct 13, 2019",6in.,McFarlane's Dragons Berserker Dragon Series 5 The Fall Of The Dragon Kingdom NIP,Action Figure,2006
0,JAKKS Pacific,Sports,,Used,,,,274034953975,4.0,1,"Oct 13, 2019",,Rey Mysterio Action Figure (2005) Jakks Pacific Black & Yellow RARE SEXY HOT ,Action Figure,2005
0,Mattel,"TV, Movie & Video Games",Wither Skeleton,New,2002-Now,Minecraft,,283551620908,6.39,2,,9in.,"Minecraft Wither Skeleton Large Scale Action Figure 8.5 Inches Mattel 6+, New",Action Figure,2018
0,Hasbro,Comic Book Heroes,Thor,Used,,Marvel Universe,,383202579588,38.0,1,"Oct 13, 2019",6in.,MARVEL LEGENDS AVENGERS WAVE 3 ENDGAME BRO FAT THOR BAF VALKYRIE LOOSE  IN-STOCK,Action Figure,2019
0,Marvel,Comic Book Heroes,Ant-Man,New,,,,163904424783,20.44,1,,,New Marvel Legends Series Ant-Man and The Wasp X-Con Luis and Ghost Figure 6B,,
0,Hasbro,Military & Adventure,,Used,,GI Joe,,113923007673,49.95,1,"Oct 13, 2019",3.75in.,2005 GI Joe Con Exclusive General Mayhem MARS Invades! Box Pin & Papers ONLY,Action Figure,2005
0,Funko,"TV, Movie & Video Games",,New,,,,291997674081,8.99,3,,3.75in.,Funko Dorbz ~ THE FLASH (BARRY ALLEN) VINYL FIGURE ~ DC Comics,Action Figure,
0,Hasbro,Transformers & Robots,Overlord,Used,2002-Now,Transformers,,352753410034,19.99,1,"Oct 13, 2019",,Transformers Generations Titans Return Leader Decepticon Overlord & Dreadnaut,Action Figure,2017
0,Funko,"TV, Movie & Video Games",Chucky,New,1980-2001,Child's Play,,113901248594,12.99,1,,3.75in.,Brand New Funko Replica Pop Movies: Child's Play 2 - Chucky Figure w/ Protector,Vinyl Figure,2014
3,Hasbro,Military & Adventure,,New,,GI Joe,,174055871948,11.0,1,"Oct 13, 2019",,GI Joe Classic Collection Army Football Quarterback Figure / 1998,Action Figure,1998
8,Hasbro,Military & Adventure,,Used,,GI Joe,,254381390206,7.0,1,"Oct 13, 2019",,Vintage GI Joe ARAH Zarana Action Figure- 1986 Hasbro,Action Figure,1986
0,Hasbro,Military & Adventure,,Used,,GI Joe,,143359998987,14.53,1,"Oct 13, 2019",3.75in.,GI Joe Street Fighter Crimson Cruiser Orange Hasbro 1993 Not Complete ,Action Figure & Vehicle,1993
0,Unbranded/Generic,"TV, Movie & Video Games",,New,,Beyblade,,254362143293,7.31,3,,,Beyblade Burst B-120 Buster Xcalibur + B-88 LR Launcher + B-123 RED GRIP SUPER Z,Action Figure,2019
35,ToyBiz,Comic Book Heroes,,Used,,,,153674723950,115.3,1,"Oct 13, 2019",,ToyBiz Silver Surfer figure LOT! Drax Thanos Nova Warlock Galactus Chrooooooome!,Action Figure,
1,Playmates Toys,"TV, Movie & Video Games",Donatello,Used,1989,Teenage Mutant Ninja Turtles,,312802974871,2.8,1,"Oct 13, 2019",5in.,1989 TMNT Sewer-swimmin’ Donatello Whacky Action Figure,Action Figure,1989
0,Super7,"TV, Movie & Video Games",He-Man,New,,Masters of the Universe,,274045324771,44.99,1,,5.5in.,MOC 2019 Super7 MOTU Vintage Wave 3 Gold Statue He-Man Action Figure NEW,Action Figure,2019
1,Kenner,Comic Book Heroes,Batman,Used,1980-2001,Superman,,254381390965,14.99,1,"Oct 13, 2019",,Vintage Kenner Batman DC Action Figure lot 37 Figures - Manbat/Superma,Action Figure,1990
0,Dragon,Military & Adventure,Dragon,Used,,DRAGON,,223129341843,209.25,1,"Oct 13, 2019","12""",1/6 DRAGON US AIRBORNE PARATROOPER GLIDER PILOT D-DAY NORMANDY WW2 DID BBI 21st,Action Figure,
0,McFarlane Toys,Sports,,New,2002-Now,,,323918341437,16.5,1,"Oct 13, 2019",7in.,F3 McFarlane Toys NFL Madden 18 David Johnson NEW! Arizona Cardinals EA Sports,Action Figure,
0,Transformers,Transformers & Robots,Caliburst,New,,Transformers,,123914423993,29.99,2,"Oct 13, 2019",,Transformers Generations Titans Return Deluxe Slugslinger and Caliburst,,
0,McFarlane Toys,Sports,,New,2002-Now,,,143384897369,15.0,1,"Oct 13, 2019",6in.,"Dallas Cowboys Micheal Irvin #88 ,McFarlane NFL #33 ,6-inch Action Figure",Action Figure,2013
2,Hasbro,Military & Adventure,Cobra Commander,Used,,GI Joe,,254381391285,1.25,1,"Oct 13, 2019",,Vintage GI Joe ARAH ACE action Figure-1983 Hasbro,Action Figure,1983
5,Hasbro,"TV, Movie & Video Games",Anakin Skywalker,New,2002-Now,Star Wars,,254381391313,15.5,1,"Oct 13, 2019",3.75in.,Hasbro Star Wars The Vintage Collection VC80 Anakin Skywalker,Action Figure,
0,Hasbro,"TV, Movie & Video Games",,New,,,,183607648372,22.45,1,,,"SPIDER-MAN Into the Spider-Verse Prowler 6"" HASBRO MARVEL ACTION FIGURE NEW",,
0,Hasbro,"TV, Movie & Video Games",Spider-Man,New,2002-Now,Spider-Man,,293192266770,32.0,7,,About 15cm,Spider-Verse Hasbro Action Figure 6 Inch Basic Wave 1 Spider-Man Miles Morales,Action Figure,2019
0,Takara,Transformers & Robots,ROBOT,New,2002-Now,,,113708577566,35.99,10,,18CM,Transformers G1 Springer reissue brand new Gift toys -,Action Figure,2016
6,Hasbro,Military & Adventure,,Used,2002-Now,GI Joe,,123933231405,30.0,1,"Oct 13, 2019",12in.,GI JOE 40TH ANNIVERSARY ACTION MARINE BROWN HAIR,Action Figure,
0,MEDICOM,Music,,New,,,,153619216380,124.95,1,"Oct 13, 2019",,Mick Jagger Rolling Stones Medicom Japan ultra detail figure 1/6,Action Figure,
0,tokidoki,Designer & Urban Vinyl,,New,,,,142402858405,10.0,1,"Oct 13, 2019",,Tokidoki Donutella & Her Sweet Friends Vinyl Figure - Donutino,Action Figure,
0,Hasbro,Comic Book Heroes,,Used,,,,372795516179,17.99,1,"Oct 13, 2019",,Marvel Legends Hasbro Hobgoblin BAF Series Spider-Girl Action Figure (N),,
0,Marvel,Comic Book Heroes,,New,2002-Now,Marvel,,323867515298,19.99,28,,,Hasbro Marvel Legends Series Avengers: Endgame 6-inch Ebony Maw Figure,Action Figure,
0,BANDAI,"TV, Movie & Video Games",Tyrant,New,2002-Now,Ultraman,,112855153819,11.59,19,,(H)4.7inch/12cm,Bandai Ultraman Ultra Monster Series 81 Tyrant Pvc Figure Statue Sofvi Tsuburaya,Action Figure,2017
22,ToyBiz,Comic Book Heroes,,Used,,,,163895113135,36.99,1,"Oct 13, 2019",,ToyBiz Marvel Capcom X-Men Steet Fighter action figure LOT! RYU KEN & AKUMA!,Action Figure,
0,Hasbro,Comic Book Heroes,,Used,,Marvel Universe,,283583680352,11.39,1,"Oct 13, 2019",3.75in.,Marvel Universe 3.75 figure Aurora complete,Action Figure,
0,Kenner,"TV, Movie & Video Games",Queen,New,,Aliens,,323938019964,4.99,1,"Oct 13, 2019",,Special Deluxe Queen w/Chest Hatchling Action Figure Kenner New Sealed 1992 ,Action Figure,1992
0,Hasbro,"TV, Movie & Video Games",Han Solo,New,,Star Wars,,223703549074,16.99,1,"Oct 13, 2019",6in.,Star Wars: The Black Series - Han Solo (Bespin) #70 - 6-Inch - Sealed,Action Figure,2018
15,Hasbro,Military & Adventure,Cobra Commander,Used,,GI Joe,,254381366902,14.94,1,"Oct 13, 2019",,Vintage GI Joe ARAH Tiger Force Dusty Action Figure - 1988 Hasbro ,Action Figure,1988
0,Unbranded/Generic,"TV, Movie & Video Games",,New,,FNAF,,153495558490,9.99,18,,15cm,2017 New Aarrival 6Pcs FNAF Five Nights at Freddy's Action Figures Toys DIY,Action fidure,
0,WWE,Sports,RIC FLAIR,Used,2002-Now,,,183967748567,12.99,1,"Oct 13, 2019",7in.,RIC FLAIR nature boy WWE wrestling legend ELITE FIGURE by MATTEL + BONUS CARD !,Action Figure,2011
0,hot bargains,Comic Book Heroes,Superhero,New,,avengers,,143242610007,8.99,278,,"5""",6pc Avengers Figures Super Hero Incredible Action Figures Toy Doll Collection,Action Figure,
0,Trick or Treat Studios,"TV, Movie & Video Games",,New,,Trick r Treat,,133191833235,21.95,3,,"11.5"" x 4.5""",Trick or Treat Studios Sam's Bitten Lollipop,Action Figure,
0,,Music,,New,,,,333137408570,290.0,1,"Oct 13, 2019",,"McFarlane Toys KISS ALIVE Deluxe Boxed Set Action Figures ""HTF""",,
0,KFC,Transformers & Robots,Steeljaw,New,2002-Now,Transformers,,272826751265,29.95,14,,,Transformers KFC CST-02J Justice Iron Paw Masterpiece Cassette Steeljaw new,Action Figure,2017
0,SOTA Toys,"TV, Movie & Video Games",Guile,Used,2002-Now,Street Fighter,,123931818412,24.99,1,"Oct 13, 2019",7in.,"2005 SOTA Toys Street Fighter Guile 7"" Action Figure ",Action Figure,2005
22,ToyBiz,Comic Book Heroes,,Used,,,,163895114872,38.0,1,"Oct 13, 2019",,ToyBiz Marvel Capcom X-Men Steet Fighter figure LOT! M BISON DHALSIM ZANGIEF!,Action Figure,
1,Marvel Legends,Comic Book Heroes,Apocalypse,New,,X-Men,,143404111103,7.5,1,"Oct 13, 2019",6in.,loose X-Men Marvel Legends - APOCALYPSE LEFT ARM BAF PART,Action Figure,
0,Unbranded,"TV, Movie & Video Games",,New,,,,392327612382,8.99,2,,,Dynamic Stand For 1/6 1/9 1/12 Scale Action Figure Hot Toys Display Stand Holder,Action Figure,
9,Marvel Legends,Comic Book Heroes,Venom,Used,,Spider-Man,,274041017930,14.02,1,"Oct 13, 2019",6in.,"Marvel Legends Lot - Anti-Venom, Poison, Moon Knight, Demolition Man",Action Figure,
0,toymax,Comic Book Heroes,,New,,,,372631048979,19.95,1,"Oct 13, 2019",,1994 Toymax Chris Carter Creepy Crawlers with Mold and Action Figure MOC,,
0,DC Comics,Comic Book Heroes,Superman,Used,2002-Now,DC Universe,,192997504557,12.0,1,"Oct 13, 2019",6.25in.,DC Universe Classics Kalibak Wave 6 Black Suit Long Hair Superman DCUC,Action Figure,2008
0,Kenner,Comic Book Heroes,Batman,New,1980-2001,Batman,,183972762273,18.0,1,"Oct 13, 2019",5in.,"Total Armor Batman Action Figure, Mask of the Phantasm, Sealed on Card, Kenner",Action Figure,1993
20,LJN,Sports,,Used,1980-2001,WWE,,123924747323,41.0,1,"Oct 13, 2019",8in.,"Lot of 6 Vintage WWF Wrestling Superstars LJN 8"" Figures 1985-1987 & 2 Smaller",Action Figure,1984
1,Playmates Toys,"TV, Movie & Video Games",,Used,1991,Teenage Mutant Ninja Turtles,,312796820299,3.75,1,"Oct 13, 2019",5in.,1991 TMNT Midshipman Mike Mutant Military,Action Figure,1991
0,DC Direct,Comic Book Heroes,Shazam,Used,,DC Universe,,193146837007,8.98,1,"Oct 13, 2019","6"" scale",SHAZAM! First Appearance Action Figure DC Direct 1st Appearance Series,Action Figure,
1,Mattel,Comic Book Heroes,Superhero,New,2002-Now,Justice League,,193131898253,4.99,1,"Oct 13, 2019","4.5""","4.5"" DC Super Heroes: Justice League Unlimited ☆☆VIGILANTE☆☆ (2007, Mattel)",Action Figure,2014
4,Hasbro,"TV, Movie & Video Games",TIE Fighter,Used,,Star Wars,,123930749535,12.5,1,"Oct 13, 2019",,"Hasbro Star Wars Force Awakens Action Figure, Vehicle Lot Tie Fighter X-wing",Action Figure,
0,Hasbro,Comic Book Heroes,Captain America,New,2002-Now,Marvel Universe,,123931860291,27.0,19,,6in.,Marvel legends 6 inch action figures captain America hasbro China Version,Action Figure,2019
0,Hasbro,Comic Book Heroes,Iron Man,New,2002-Now,Marvel Universe,,123931854445,25.0,17,,6in.,Marvel legends 6 inch action figures iron man hasbro China Version,Action Figure,2019
9,Mattel,Sports,Liv Morgan,New,,,,323942200526,72.0,1,"Oct 13, 2019",6in.,LIV MORGAN and SONYA DEVILLE WWE Elite Collection Target Chase NEW SEALED,Action Figure,2019
0,Mattel,"TV, Movie & Video Games",Heat Packin' Jack,New,1980-2001,Last Action Hero,,372796201475,14.95,1,"Oct 13, 2019",,1993 Mattel Last Action Hero Heat Packin' Jack Stunt Action Figure New ,Action Figure,1993
0,DC Direct,Comic Book Heroes,Bizarro,Used,2002-Now,Superman,,401411843377,34.95,1,"Oct 13, 2019",6in.,"DC Direct Superman Series 1 BIZARRO 6.5"" Action Figure 2003 ",Action Figure,2003
0,TYCO,"TV, Movie & Video Games",,New,1980-2001,Crash Dummies,,283584383021,15.11,1,"Oct 13, 2019",,TYCO VTG 1992 CRASH DUMMIES PISTON HEAD ACTION FIGURE EUROPEAN CARD SEALED MOSC,Action Figure,1992
0,DC Direct,Comic Book Heroes,,Used,2002-Now,Superman,,264484165896,14.95,1,"Oct 13, 2019",,Superman vs. Doomsday (Comic Book Figure Set) - Superman - 100% (DC Direct),Action Figure,
3,Hasbro,Military & Adventure,Soldier,Used,2002-Now,GI Joe,,123933234812,30.0,1,"Oct 13, 2019",12in.,GI JOE 40TH ANNIVERSARY ACTION SOLDIER BLONDE HAIR,Action Figure,
2,Hasbro,"TV, Movie & Video Games",R2-D2,New,2002-Now,Star Wars,,293265627660,17.9,1,"Oct 13, 2019",3.75in.,Star Wars Revenge of the Sith 30th Anniversary Force Unleashed Rahm Kota MOSC,Action Figure,2007
1,McFarlane Toys,"TV, Movie & Video Games",Shay Cormac,New,,Assassin's Creed,,153677488650,34.0,1,"Oct 13, 2019",, McFarlane Toys Assassin's Creed Series 4 SHAY CORMAC NEW!!,Action Figure,
0,Arcady,Military & Adventure,Detective,New,,Action Man,,123793930316,12.99,46,,12in.,BERETTA M9 GUN WITH SILENCER PLAY SET TOY SWAT ASSAULT POLICE RIFLE MACHINE,Action Figure,2019
2,Funko Super 7,"TV, Movie & Video Games",Jen & The Landstrider,New,,The Dark Crystal,,193144569109,76.97,1,"Oct 13, 2019",3.75in.,The Dark Crystal Landstrider & Jen Exclusive SDCC Funko Super 7 ReAction New,Action Figure,2016
0,Destiny,"TV, Movie & Video Games",Cayde 6,New,2002-Now,Destiny,,153639014596,19.99,1,"Oct 13, 2019",,McFarlane Toys Destiny Vault Of Glass Titan Walmart Exclusive Shader Brand New,Action Figure,
1,Hasbro,"TV, Movie & Video Games",Greedo,Used,2002-Now,Star Wars,,163895115658,2.99,1,"Oct 13, 2019",6in.,"STAR WARS HERO MASHERS 6"" GREEDO Bounty Hunter ACTION FIGURE - Loose",Action Figure,2015
0,McFarlane Toys,Sports,,New,,,,223652099858,59.99,1,"Oct 13, 2019",6in.,McFarlane SportsPicks NHL Series 22 Shane Doan Winnipeg Jets Variant #894 NIP,Action Figure,2009
8,Hasbro,Comic Book Heroes,Dani Moonstar,New,2002-Now,X-Men,,143404299928,37.0,1,"Oct 13, 2019",6in.,MARVEL LEGENDS SERIES ~ X-MEN NEW MUTANTS ~ DANI MOONSTAR ~ WALGREENS EXCLUSIVE,Action Figure,2019
0,,"TV, Movie & Video Games",,New,,The Walking Dead,,113831389156,39.0,1,"Oct 13, 2019",,"COLOR TOPS "" THE WALKING DEAD "" LOT OF 6 ACTION FIGURES ",Action Figure,
2,ToyBiz,Comic Book Heroes,,Used,,,,153674706782,7.5,1,"Oct 13, 2019",,ToyBiz Marvel Capcom X-Men Steet Fighter CAMMY action figure! complete,Action Figure,
0,Funko,Anime & Manga,,New,,,,392313412927,10.25,14,,Does Not Apply,Funko Pop Animation: Fairy Tail - Zeref Vinyl Figure Item #30603,Does Not Apply,
0,Hasbro,Comic Book Heroes,,Used,,Marvel Universe,,283583665290,7.59,4,"Oct 13, 2019",3.75in.,Marvel Universe 3.75 figure Nova complete & excellent,Action Figure,
0,Hasbro,"TV, Movie & Video Games",,Used,2002-Now,Star Wars,,303310860540,14.99,1,"Oct 13, 2019",6in.,"Star Wars 6"" Inch Black Series BEN OBI-WAN KENOBI New Hope Hasbro",Action Figure,
1,Hasbro,"TV, Movie & Video Games",Darth Vader,New,,Star Wars,,153674710280,1.0,1,"Oct 13, 2019",,Star Wars The Saga Collection Darth Vader EP IV Return of the Jedi 2006,Action Figure,2006
0,Funko,"TV, Movie & Video Games",,New,,,,293047544899,7.64,11,,,Funko POP! Animation - The Jetsons: Judy Jetson Figure #511 (IN STOCK),,
0,Funko,"TV, Movie & Video Games",,New,,,,293047544894,7.64,14,,,Funko POP! Animation - The Jetsons: Jane Jetson Figure #510 (IN STOCK),,
0,Funko,"TV, Movie & Video Games",,New,,,,293047544900,7.64,15,"Oct 13, 2019",,Funko POP! Animation - The Jetsons: Elroy Jetson Figure #512 (IN STOCK),,
0,NECA,"TV, Movie & Video Games",Freddy Krueger,New,2002-Now,Nightmare on Elm Street,,163887905722,12.99,2,"Oct 13, 2019",6in.,Toony Terrors - Nightmare on Elm St - 6”  Freddy Krueger - NECA,Action Figure,2019
0,DC Universe Classics,Comic Book Heroes,Star Sapphire Carol Ferris Figure,Used,Modern,DC Universe,,233284549771,14.99,1,"Oct 13, 2019",6in.,DC Green Lantern Classics Stel Build A Figure Wave Star Sapphire Carol Ferris,Action Figure Lot,
2,Hasbro,Military & Adventure,,Used,,GI Joe,,254381375700,1.25,1,"Oct 13, 2019",,Vintage GI Joe ARAH Sci fi & Mainframe Acti,Action Figure,1986
3,NECA,"TV, Movie & Video Games",Godzilla,New,2002-Now,Godzilla,,233361982496,17.0,1,"Oct 13, 2019",6in.,"NECA Shin Godzilla Atomic Blast 2016 6"" Action Figure 12"" Head Tail Movie New",Action Figure,2018
18,ToyBiz,Comic Book Heroes,,Used,,,,153674710474,31.09,1,"Oct 13, 2019",,ToyBiz Hall of Fame CAPTAIN AMERICA action figure LOT! Bucky Jack Falcon,Action Figure,
1,Hasbro,Sports,,Used,,,,352813262490,2.99,1,"Oct 13, 2019",,hasbro wwf hacksaw jim duggan ring masters undertaker mini action figure lot,Action Figure,
0,Playmates,"TV, Movie & Video Games",Casey Jones,Used,1980-2001,Teenage Mutant Ninja Turtles,,372785489231,8.96,1,"Oct 13, 2019",5in.,TMNT Casey Jones 1989 Teenage Mutant Ninja Turtles Vintage,Action Figure,1989
0,Star Wars,"TV, Movie & Video Games",Luke Skywalker,Used,,Star Wars,,143258985058,75.0,1,"Oct 13, 2019",,Star Wars Vintage 1983 Luke Skywalker Jedi Knight 100% Complete Original ROTJ,Action Figure,1983
20,FUNKO,"TV, Movie & Video Games",Chucky on Cart,New,,Child's Play,,233365706821,9.0,1,"Oct 13, 2019","3.75""",Funko POP! Vinyl Figure Child's Play 2 Chucky on Cart 658 NEW,POP! Vinyl Figure,2018
0,HASBRO,"TV, Movie & Video Games",,New,,,,223045820219,15.99,2,,,STAR WARS BLACK SAGA SERIES #044 BATTLE OF ENDOR JEDI LUKE W PONCHO FIGURE,,
1,Blip Toys,"TV, Movie & Video Games",36 Squinkies Zinkies,Used,,Zinkies By Squinkies Space Alliance,,202794529436,12.0,1,"Oct 13, 2019",,Zinkies By Squinkies Space Alliance Blip Toys 2012 Used,Action Figures,2012
0,Unbranded,Comic Book Heroes,,New,,,,163579511272,13.36,267,,"6""",Marvel Spiderman Avengers Infinity War Iron  Spider-Man Action Figure Toy Model,,2018
1,Funko,"TV, Movie & Video Games",Chairry & Pterri,New,"June 8, 1905",Pee-Wee Herman,,323939965014,2.0,1,"Oct 13, 2019",3.75in.,Funko Pop Television: Pee-Wee Herman - Chairry & Pterri Vinyl Figure #21787,Vinyl Figure,2018
0,Hasbro,Military & Adventure,,Used,,,,401828099117,10.79,1,"Oct 13, 2019","3.75""",Dusty Incomplete  C8.5 1985  Vintage GI JOE MP #2,Action Figure,1982
0,Mattel Toys,Comic Book Heroes,,New,,,,372380327783,14.99,1,,,World's Greatest Super Heroes Retro Series Kyle Rayner Retro Action Figure,,
0,McFarlane Toys,Sports,Roethlisberger & Bradshaw,New,,,,362755539733,34.99,1,"Oct 13, 2019",6-7 inches tall,NFL - Pittsburgh Steelers - Terry Bradshaw & Ben Roethlisberger - McFarlane Set,Action Figure,2012
13,FUNKO,"TV, Movie & Video Games",L3-37,New,,Star Wars: Solo,,372800525475,6.0,1,"Oct 13, 2019","3.75""",STAR WARS Solo POP! Vinyl Figure L3-37 245 NEW,POP! Vinyl Figure,2018
0,Cartoon Network,"TV, Movie & Video Games",,New,,,,283416821713,24.99,1,"Oct 13, 2019",,Cartoon Network Samurai Jack Space Battle Figure Unopened,Action Figure,
0,DC Comics,Comic Book Heroes,,New,,,,121367353744,11.95,550,,,Guy Gardner vs Larfleeze DC Injustice Green Lantern Con Exclusive 2-Pack NEW,Action Figure,
0,Hasbro,Transformers & Robots,Cosmos,New,,Transformers,,223687036994,15.99,1,"Oct 13, 2019",3.75in.,Transformers - Titans Return - Cosmos - Sealed - Light Wear,Action Figure,2017
16,Marvel Select,Comic Book Heroes,Wasp,New,2002-Now,Avengers,,264490052105,15.05,1,"Oct 13, 2019",7in.,WASP Marvel Select Action Figure by Diamond Select,Action Figure,
1,Hasbro,Military & Adventure,Cobra Commander,New,,GI Joe,,113922749249,11.6,1,"Oct 13, 2019",, GI JOE RETALIATION ULTIMATE COBRA COMMANDER MOC,,
0,Hasbro,Military & Adventure,"Grunt, Lift Ticket, Slip Stream, Backblast",Used,,GI Joe,,174064187208,23.49,1,"Oct 13, 2019",3.5in.,"Vintage GI Joe Action Figure Lot (Grunt, Lift Ticket, Slip Stream, Backblast)",Action Figure,"1986, 1989, 1991"
2,Mattel,"TV, Movie & Video Games",,Used,1980-2001,Masters of the Universe,,202794529966,10.5,1,"Oct 13, 2019",6in.,VINTAGE MOTU HE-MAN ACTION FIGURE LOT FOR PARTS REPAIR CUSTOM WORK Skeletor Etc,Action Figure,
0,Funko Firefly Legacy Collection Jayne Cobb Action,"TV, Movie & Video Games",Funko Firefly Legacy Collection Jayne Cobb Action,New,,Funko Firefly Legacy Collection Jayne Cobb Action,,252343765021,14.99,18,,"6""",Funko Firefly Legacy Collection Jayne Cobb Action Figure NEW Toys Collectible,Funko Firefly Legacy Collection Jayne Cobb Action,
0,,Mixed Lots,,Used,,,,153279869801,9.99,29,,,DC Fisher Price Imaginext Solomon Grundy Loose Action Figure,Action Figure,
