bids,brand,character,era,franchise,price,sell_date,size,title,toy_type,year
0,Hasbro,Luke Skywalker,2002-Now,Star Wars,13.99,"Oct 10, 2019","3.75""",Star Wars Saga Luke Skywalker Throne Room Duel #17 ROTJ 2003,Action Figure,2003
0,Hasbro,Trooper,2002-Now,Star Wars,37.99,"Oct 10, 2019",3.75in.,STAR WARS VINTAGE COLLECTION REBEL FLEET TROOPER VC52 TANTIVE IV BLOCKADE RUNNER,Action Figure,2011
0,NECA,Freddy's Furnace,2002-Now,A Nightmare on Elm Street,39.99,"Oct 10, 2019","7"" inch scale","FREDDY FURNACE DIORAMA A Nightmare on Elm Street Movie 7"" Scale LED Neca 2018",Diorama,2018
0,Hasbro,,2002-Now,Transformers,91.99,"Oct 10, 2019",,"Transformers Dragstrip, Dead End, Breakdown, Offroad, Motormaster, Menasor, NEW",Action Figure,
0,ToyBiz,Iron Man,,Iron Man,15.0,"Oct 10, 2019",5in.,ToyBiz Iron Man Inferno Armor with Water Firing Arsenal Marvel Action Figure ,Action Figure,1994
0,ToyBiz,The Punisher,1980-2001,Spider-Man,11.99,"Oct 10, 2019",,1995 toy Biz Spider-man The Punisher With Immobilizing Arsenal New In Package #2,Action Figure,1995
0,ToyBiz,Iron Man,,Marvel Universe,14.95,"Oct 10, 2019",5in.,"TOY BIZ 5""IN IRON MAN ""WAR MACHINE"" W/SHOULDER MOUNT CANNONS  1994",Action Figure,1994
0,Toy Biz,Blade,,Spider-Man,17.99,"Oct 10, 2019",,Blade Spider-Man Vampire Wars Toy Biz 1996. Mint on  Near Mint card. ,Action Figure,1996
0,Easy & Simple,,,,2.99,"Oct 10, 2019",12in.,1/6 Easy Simple 06018C PMC Suppressor,Action Figure,
0,McFarlane Toys,Spawn,1980-2001,Spawn,55.0,"Oct 10, 2019",6in.,McFarlane Spawn Action Figures Series 1 Complete Set Of 6 1994 1st Wave Violator,Action Figure,1994
2,NECA,Coraline,,,15.5,"Oct 10, 2019",7in.,"NEW 7"" Coraline articulated figure with display stand ( moc) Liaka (2019)",Action Figure,2019
0,Hot Toys,Black Widow,,Avengers,225.0,"Oct 10, 2019",12in.,Hot Toys The Avengers Black Widow MMS178,Action Figure,
0,Jazwares,"Cuddle Team Leader, Ragnarok, Rex",2002-Now,Fortnite,24.99,"Oct 10, 2019",4in.,Jazwares Fortnite Squad Mode 4in 4 Figure Set - Rex/Ragnarok/B,Action Figure,2018
0,Hasbro,ZANAIBAR WITH AIR SKIFF,1980-2001,GI Joe,199.0,"Oct 10, 2019","3.75""",VINTAGE N GI JOE 1987 ZANZIBAR DREADNOK PIRATE WITH AIR SKIFF Sealed in box,Action Figure,1987
0,Hasbro,Scorpion,2002-Now,Spider-Man,20.99,"Oct 10, 2019",6in.,Hasbro Marvel Legends Molten Man series Marvel's Scorpion action figure loose,Action Figure,2019
0,toy biz,,,X-Men,9.85,"Oct 10, 2019",5in.,1992 TOY BIZ THE UNCANNY X-MEN SAURON MARVEL ACTION FIGURE VINTAGE,Action Figure,1992
0,Toy Biz,Mandarin,1980-2001,Iron Man,15.0,"Oct 10, 2019",5in. Scale,Marvel Comics MANDARIN with Light Up Power Rings Figure Toy Biz,Action Figure,1996
0,TOY BIZ,,,IRON MAN,4.36,"Oct 10, 2019",5in.,GREY GARGOYLE IRON MAN SERIES RELEASE UNOPENED,Action Figure,
3,Star Wars,Anakin Skywalker,,Star Wars,12.49,"Oct 10, 2019",6in.,"Star Wars Black Series Archive Anakin Skywalker 6"" Action Figure",Action Figure,
0,Banpresto,,,,30.0,"Oct 10, 2019",6.10 x 13.19 x 2.56in (155 x 335 x 65mm),Banpresto Golgo 13 Desktop Figure All 4 types set,,
3,Kidworks,Villain,1980-2001,Thundercats,17.5,"Oct 10, 2019",2in.,"Lot of 4 Vintage Thundercats Kidworks 2"" Mini Figures Heroes 1986 Telepix ",Action Figure,1986
0,Kenner,TIE Fighter Pilot,,Star Wars,229.0,"Oct 10, 2019",,Vintage Star Wars ESB TIE FIGHTER PILOT MOC 48 back Kenner 1982,,1982
0,Kenner,Imperial Guard / Royal Guard / Crimson Guard,,Star Wars,18.0,"Oct 10, 2019",,Vintage Star Wars LFL 1983 IMPERIAL GUARD Figure  Kenner ,Action Figure,1983
0,Star Wars,,,Ewok,55.0,"Oct 10, 2019",,1985 Vintage Star Wars WAROK Ewok Action Figure Last 17 POTF W Hood & Quiver,Action Figure,1985
0,Hasbro,Cable,2002-Now,Marvel Universe,14.99,"Oct 10, 2019",,Marvel Legends Cable Loose Figure Juggernaut BAF Series,Action Figure,
1,Hasbro,Yogi Bear,,GI Joe,3.99,"Oct 10, 2019",3.5in.,GI JOE Footloose 1989 Tight Joints Glossy Paint*,Action Figure,1989
0,DC Unlimited,Chen Stormtout,2002-Now,World of Warcraft,45.0,"Oct 10, 2019",7in.,World of Warcraft Chen Stormstout Pandaren Brewmaster Action Figure,Action Figure,2009
0,NECA,Batman,,Batman,49.99,"Oct 10, 2019",7in.,NECA 25th Anniversary 1989 Batman Action Figure Michael Keaton ,Action Figure,1989
0,Dragon Action Figures,Dragon,,,60.0,"Oct 10, 2019",,Dragon 1/6 - WW2 - Eastern Front 1944 - German Tank Hunter - Janos  #70299,Action Figure,1944
0,Kenner,Darth Vader,,Star Wars,25.0,"Oct 10, 2019",,1977 Star Wars Darth Vader Vintage - Original Cape Lightsaber - Original 12,Action Figure,1977
0,21st Century Toys,,,Ultimate Soldier,12.98,"Oct 10, 2019",3in.,ULTIMATE SOLDIER 1:32 German WWII DAK Series I Set A Africa Corps LAST ONE,Action Figure,2007
0,Hasbro,,,Transformers,15.6,"Oct 10, 2019",,Hasbro Transformers Autobot Ricochet With Nightstick Series Ix Action Figure,Action Figure,
1,Hasbro,Red Ranger And Psycho Ranger,,Power Rangers,17.8,"Oct 10, 2019",6in.,Space Psycho Red Ranger And Lost Galaxy Red Ranger 6-Inch Action Figures,Action Figure,2019
0,Dke,Queen Amidala,2002-Now,Star Wars,204.95,"Oct 10, 2019",3.75in.,SUCKLORD XXX CHINESE JAPANESE SeX Ad KILLER SUCKADELIC PANEL BOOTLEG PLAYBOY 1/1,Action Figure,2012
0,Mattel,Road Warrior Animal,,,55.0,"Oct 10, 2019",7in.,WWE Elite Legends 1 Road Warrior Animal,Action Figure,
9,FUNKO,,,Funko,5.5,"Oct 10, 2019",4in.,Funko POP! Deluxe 2 Pack NIP Star Wars SDCC Summer 2017 PRINCESS LEIA & R2D2,Action Figure,
0,Playmates Toys,,,The Simpsons,8.99,"Oct 10, 2019",,Playmates The Simpsons World of Springfield WoS Celebrity Series 1 Herb Powell,Action Figure,2000
0,Playmates Toys,,,The Simpsons,12.99,"Oct 10, 2019",,Playmates The Simpsons World of Springfield WoS Series 12 Don Vittorio Figure,Action Figure,2000
0,Playmates Toys,,,The Simpsons,10.99,"Oct 10, 2019",,Playmates The Simpsons World of Springfield WoS Series 12 Luann Van Houten,Action Figure,2000
0,Hasbro,Grimlock,,Transformers,35.0,"Oct 10, 2019",,Robots In Disguise 6 Pack Collection Optimus Prime Sideswipe Steeljaw Grimlock ,Action Figure,
1,Kenner,MASK,1980-2001,MASK,43.0,"Oct 10, 2019",,Vintage 80s MASK Figure LOT Of 5 w/ Helmets (Sato Sludge Trakker Lopez Turner),Action Figure,1985
0,Dynamic Fx Creations/Studios,Blade,,Star Wars,23.0,"Oct 10, 2019",6in.,"STARWARS BLACK SERIES 6"" Action Figure Lightsaber Blades S.H. Figuarts/Banda",Action Figure,2017
0,BVTV,,,,19.49,"Oct 10, 2019",,GARGOYLES Action Figure Lot of 4 XANATOS HARD WIRED LEXINGTON GOLIATH COLDSTONE,Action Figure,
0,NECA,Hicks vs Xenomorph,2002-Now,Aliens,49.99,"Oct 10, 2019","7"" inch","CORPORAL DWAYNE HICKS vs. XENOMORPH WARRIOR Aliens 7"" inch Figure 2-pk Neca 2013",Action Figures,2013
2,Roblox,Punk Rocker,,Roblox,15.5,"Oct 10, 2019",,New Roblox Punk Rockers Mix and Match Set with Exclusive Code NIB,Action Figure,
0,Marvel,Venom,2002-Now,Spider-Man,6.0,"Oct 10, 2019",5in.,"Venom Spider-Man Animated Series 5"" Claw Slash Marvel Action Figure 2008 Hasbro",Action Figure,2008
53,FUNKO,,,Funko,120.0,"Oct 10, 2019",4in.,Funko POP! Deluxe NIP Rides Supernatural SDCC Summer 2017 BABY with DEAN #32,Action Figure,
1,Diamond Select,Raven,2002-Now,Teen Titans,129.99,"Oct 10, 2019",10in.,SDCC 2019 EXCLUSIVE KOTOBUKIYA BISHOUJO WHITE RAVEN TEEN TITANS NEW  1000 made,Action Figure,2019
15,Mattel,Merman,1980-2001,Masters of the Universe,50.0,"Oct 10, 2019",6,Mattel MOTUC Masters of The Universe Classics King Randor Action Figure MIB,Action Figure,2017
0,FUNKO,,,Terminator,10.95,"Oct 10, 2019",3.75in.,Funko ReAction Terminator T2 T1000 Police Patrolman 3 3/4 Action Figure,Action Figure,2015
0,Hasbro,,,,5.0,"Oct 10, 2019",,Star Wars Clone Wars Vintage Legacy Action Figure Fodders Figures Custom Parts,Action Figure,
0,Mattel,Jitsu,2002-Now,Masters of the Universe,110.0,"Oct 10, 2019",,"MOTUC, Jitsu, figure, Masters of the Universe Classics, complete, He-Man",Action Figure,2000's
0,NECA,,,Gremlins,45.0,"Oct 10, 2019",,Neca Gremlins Brown Gremlin Action Figure ,Action Figure,
0,Mattel,Shazam,2002-Now,Justice League,16.0,"Oct 10, 2019",3.75in.,DC Universe Crisis Infinite Heroes Shazam Action Figure 3.75 Captain Marvel 2008,Action Figure,2008
18,Mattel,,,,58.0,"Oct 10, 2019",,MIB 2010 MATTEL WWE ELITE COLLECTION BEST OF 2010 KANE ACTION FIGURE,,
0,McFarlane Toys,Brundle Fy,1980-2001,The Fly,67.49,"Oct 10, 2019",,Lot of 3: Mcfarlan Toys The Fly MOVIE MANIACS - BLAIR WITCH & A NIGHTMARE ELM ST,Action Figure,2000
0,ocean warriors,ripster,,,23.99,"Oct 10, 2019",,VINTAGE 1994 OCEAN WARRIOR -RIPSTER- STREET SHARKS KO BOOTLEG,Action Figure,1994
0,Funko,Pop Star,,Funko,7.99,"Oct 10, 2019",4in.,Funko POP! Deluxe Rides Star Wars PRINCESS LEIA Endor with SPEEDER BIKE #228 NIB,Action Figure,
0,JAKKS Pacific,,1980-2001,WWE,29.99,"Oct 10, 2019",7in.,WWE Kane Action Figure R3 Tech Red Black Masked 2001 Jakks Pacific,Action Figure,2001
1,Unbranded,The Nightmare Before Christmas,,The Nightmare Before Christmas,5.69,"Oct 10, 2019",5-7cm,The Nightmare Before Christmas Barrel Jack Bobble Head Action Figure Toys 6 PCS,Action Figure,2018
11,FUNKO,,,Funko,12.0,"Oct 10, 2019",4in.,Funko POP! Deluxe NIP Games Bioshock Infinite SONGBIRD #68,Action Figure,
0,ToyBiz,Luke Cage,,Marvel Universe,39.99,"Oct 10, 2019",6in.,"Marvel Legends Luke Cage 6"" Action Figure 2006 Mojo Series Super Poseable..NIP",Action Figure,2006
0,Bandai,Chewbacca,,Star Wars,175.0,"Oct 10, 2019",,S.H. Figuarts Chewbacca A New Hope ANH Bandai Complete with box US Seller,Action Figure,
33,FUNKO,,,Funko,34.0,"Oct 10, 2019",4in.,Funko POP! Deluxe NIP HOT TOPIC PETER PAN HOOK TICK TOCK Movie Moment 456,Action Figure,
10,FUNKO,,,Funko,5.5,"Oct 10, 2019",4in.,Funko POP! Deluxe NIP Games Titanfall 2 ATLAS and PILOT #131,Action Figure,
0,Action,,,WWE,18.4,"Oct 10, 2019",,WWE WWF Classic Superstars Series 15 Lanny Poffo THE GENIUS Wrestling Figure,Action Figure,
0,Unbranded,,2002-Now,The Hobbit,9.0,"Oct 10, 2019",3.75in.,The Hobbit Dwalin Figure,Action Figure,
9,FUNKO,,,Funko,13.5,"Oct 10, 2019",4in.,Funko POP! Deluxe NIP - Power Rangers Hot Topic WHITE TIGERZORD #668,Action Figure,
0,Figures Toy Co.,Ivan Koloff,1980-2001,,19.98,"Oct 10, 2019",6in.,IVAN KOLOFF LEGENDS of Professional Wrestling 6” BLOODY Action Figure 2001 NEW!,Action Figure,2001
1,Disney,Mickey mouse/Anakin Skywalker,2002-Now,Star Wars/Mickey Mouse & Friends,4.7,"Oct 10, 2019",2.5in.,2008 Disney Star Wars Star Tours Mickey Mouse Anakin Skywalker Action Figure ,Action Figure,2008
0,Mattel,"Velocirsptor, Proceratosaurus",2002-Now,Jurassic World,24.99,"Oct 10, 2019",3.75in.,Jurassic World Dino Rivals Attack Pack Velociraptor Charlie And Proceratosauru,Action Figure,2018
1,Diamond Select,Moon Knight,,,80.0,"Oct 10, 2019",,"Marvel Select Moon Knight Special Edition Action Figure,",Action Figure,
3,Very Cool Toys,Soldier,2002-Now,ACU Camo Female Soldiers Shooter,212.5,"Oct 10, 2019",12in.,"1/6 Very Cool ACU Camo Female Soldier Shooter 12"" Figure VCF-2026 NEW w/o Box",Action Figure,2015
0,hasbro kenner,,,,12.19,"Oct 10, 2019",,"GREEN LANTERN BATTLE BREAKOUTS CONSTRUCT COPTER , NEVER OPENED",Action Figure,
0,Toy Biz,Medusa,,The Uncanny X-Men/X-Force,5.19,"Oct 10, 2019","5.5""in",Inhumans Medusa Marvel Super Heroes Fantastic Four 1995 Toybiz female MOC NEW,Action Figure,1995
0,Toy Biz,Gambit,,The Uncanny X-Men/X-Force,4.55,"Oct 10, 2019","5.5""in",INVISIBLE WOMAN Marvel Super Heroes Fantastic Four 1994 Toybiz sue storm MOC nip,Action Figure,1995
6,Kenner,Zuckuss,,Star Wars,340.0,"Oct 10, 2019",3.75in.,STAR WARS 1983 Vintage Kenner ROTJ Zuckuss- lot of 7 MOC,Action Figure,1983
0,ToyBiz,Doctor Octopus,1980-2001,Marvel Universe,4.55,"Oct 10, 2019",5.5IN,"Doctor Octopus Marvel Super Heroes 5"" figure toy biz 1990 dr. Doc villain",Action Figure,1990
0,ToyBiz,Villain,,,9.74,"Oct 10, 2019",5in.,"DOCTOR DOOM 1993 Marvel Super Heroes Driven Weapons 5"" Action Figure Toy Biz",Action Figure,1993
0,Hasbro,Kylo Ren,,Star Wars,3.89,"Oct 10, 2019",,Star Wars Playskool Galactic Heroes REY & KYLO REN action figure 2 Pack,Action Figure,2011
0,Hasbro,Boba Fett,,Star Wars,6.49,"Oct 10, 2019",6in.,"BOBA FETT Star Wars Hero Mashers Episode VI Disney New 6"" action figure ",Action Figure,2015
0,Hasbro,Cobra Commander,,GI Joe,23.4,"Oct 10, 2019",3.75in.,"GI Joe 50th Anniversary - Shipwreck & Cobra Commander, Hasbro 2015",Action Figure,2015
0,Dragon Action Figures,Dragon,,,90.0,"Oct 10, 2019",,Dragon 1/6 - WW2 - Crete 1941 - Fallschirmjage,Action Figure,1941
0,Hasbro,,,GI Joe,20.98,"Oct 10, 2019",3.75in.,GI Joe 1984 Recondo and 1985 Tele Viper Action Figure - See Pics!,Action Figure,1984
0,Kenner,C-3PO,1980-2001,Star Wars,3.99,"Oct 10, 2019",3.75in.,1997 Star Wars POTF2 C-3PO Purchase of the Droids Figure ,Action Figure,1997
0,Bandai,Gohan,,Dragon Ball Z,19.0,"Oct 10, 2019",,Dragonball Z Super Battle Collection Vol. 9 Super Saiyan Songohan 1998 Gohan DBZ,Action Figure,1998
0,Marvel,Hero,,Marvel Universe,79.95,"Oct 10, 2019",,Marvel Avengers Titan Hero Series BOX DAMAGE,,
14,Mattel,,1980-2001,hordak,41.0,"Oct 10, 2019",6,Mattel MOTUC Masters of The Universe Classics Hordak Action Figure MIB,Action Figure,2017
0,McFarlane Toys,Revolver Ocelot,,Metal Gear Solid,19.99,"Oct 10, 2019",6in.,REVOLVER OCELOT Action Figure Metal Gear Solid McFarlane Toys NEW VTG 1998 Konam,Action Figure,1998
0,Does not apply,,,,69.7,"Oct 10, 2019",,ROBOT SPIRITS SIDE MS CROSSBONE GUNDAM X-0 Action Figure BANDAI NEW Japan new .,,
1,Viacom,Foot Soldier,,Teenage Mutant Ninja Turtles,2.99,"Oct 10, 2019",5in.,"2012 Foot Clan Soldier 5"" Movie Action Figure Teenage Mutant Ninja Turtles",Action Figure,2012
0,Marvel Legends,Red Goblin,2002-Now,Spider-Man,31.95,"Oct 10, 2019",6in.,Marvel Legends Spider-Man Kingpin Build A Figure Series Red Goblin!,Action Figure,2019
0,Marvel Legends,X-23,2002-Now,Deadpool,11.98,"Oct 10, 2019",6in.,Very Good: Marvel Legends Series -  X-23 Action Figure 6-inch ,Action Figure,2017
7,,,,Star Trek,22.01,"Oct 10, 2019",,star trek action figure lot,Action Figure,
0,X-Concepts,,,,20.0,"Oct 10, 2019",,MICRO ICONS BIKERS X-Concepts 2004 Figures Series 1 Magnetic Feet NEW 2 Packages,Action Figure,2004
0,Hasbro,,,,89.99,"Oct 10, 2019",,2017 SDCC Marvel Legends 6'' BOR Thor Battle for Asgard Set Hasbro Unplayed,,
0,Fisher-Price,,2002-Now,Power Rangers,19.99,"Oct 10, 2019",3in.,FP Imaginext Power Rangers RED RANGER & YELLOW RANGER 3 inch Figures NEW,Action Figure,2018
1,,Optimus Minor,1980-2001,Transformers,8.0,"Oct 10, 2019",,Transformers: Beast Wars Optimus Minor Transmetals 2 1998 Action Figure MOSC,,1998
5,DC Direct,,,Batman,18.5,"Oct 10, 2019",,Batman action figure,Action Figure,
0,Mattel,,,WWE,89.9,"Oct 10, 2019",,WWE Mattel LIV MORGAN SONYA DEVILLE Elite 69 Exclusive Wrestling Rare Chase HTF,Action Figure,2019
0,Hasbro,Star Wars,,Star Wars,25.0,"Oct 10, 2019",3.75in.,Star Wars - Separatist Banking Clan Hailfire Droid - 30th Anniversary,Action Figure,2011
0,Hot Toys,,,,480.0,"Oct 10, 2019",6in.,Hot Toys Spider-Man Homecoming deluxe,Action Figure,
0,Unbranded,The Werewolf,,Resident Evil,75.0,"Oct 10, 2019",8in.,WOLFCOP ACTION FIGURE: LIMITED EDITION,Action Figure,2015
0,Hasbro,1983 Cobra MAJOR BLUDD and 1985 GI Joe Dusty,,GI Joe,19.98,"Oct 10, 2019",3.75in.,GI JOE 1983 Cobra MAJOR BLUDD and 1985 GI Joe Dusty w/ Backpacks,Action Figure,1983
0,GI JOE,,,,4.99,"Oct 10, 2019",,GI JOE Metropolitan Police - Glossy Boots (for Feet) - 1/6 Scale - Action Figure,,
0,DC Comics,Superman,,DC Universe,29.99,"Oct 10, 2019",6.5in.,DC Universe Classics Metamorpho Wave 1 New Gods Orion DCUC,Action Figure,2008
0,Hasbro,,,GI Joe,19.99,"Oct 10, 2019",12in.,Vintage 1964 GI Joe Hasbro 12” Earlier Brown Soft Painted Head Missing Leg,Action Figure,1964
0,Kenner,,1980-2001,,8.95,"Oct 10, 2019","4""","1992 HAKEEM OLAJUWON #34 Houston Rockets Starting Lineup + poster, Sealed",Action Figure,1992
0,McFarlane Toys,Spawn,2002-Now,,125.0,"Oct 10, 2019",6in.,McFarlane Spawn Classic Comic Cover Series 24 Spawn issue #88 Masked Spawn,,
0,Hasbro,,,,17.99,"Oct 10, 2019",,Transformers Power of the Primes DREADWIND Deluxe Class Hasbro New Loose,,
1,Hasbro,Snake Eyes,,GI Joe,30.0,"Oct 10, 2019",,GI Joe Sigma Destro Snake Eyes Zartan Action Figure Lot Of 4,Action Figure,
0,McFarlane Toys,Will,2002-Now,Stranger Things,15.99,"Oct 10, 2019",7in.,NIP McFarlane Toys Netflix Stranger Things Will Action Figure,Action Figure,
5,Mattel,Batman,,Batman,30.45,"Oct 10, 2019",6in.,BATMAN CLASSIC TV SHOW FIGURE LOT Mattel 66 Adam West 2013 Joker Penguin & more!,Action Figure,2013
9,,,,,4.5,"Oct 10, 2019",,Lot Of About 60 WWE Action Figures ,Action Figure,
0,Marvel,Superhero,,Marvel Universe,29.99,"Oct 10, 2019",,"Marvel Super Hero Bendable / Twistable lot of 6 - Cap. Spidey, Hulk Sealed etc..",Action Figure,
8,Hasbro,Stormtrooper,2002-Now,,9.85,"Oct 10, 2019",3.75in.,STAR WARS FORCE AWAKENS STORMTROOPER SNOW TROOPER CLONE ARMY BUILDER FIGURE LOT,Action Figure,
0,McFarlane Toys,,,,20.0,"Oct 10, 2019",10in.,McFarlane Toys Action Deluxe Figure - Destiny - LORD SALADIN (10 inch) - New,Action Figure,
0,MEDICOM TOY,KAWS Companion,2002-Now,KAWS Companion,163.0,"Oct 10, 2019",13in., KAWS Together Open Edition KAWS Companion PVC Action Figure Black - NEW 2019,Action Figure,2019
0,Hasbro,Ahsoka Tano,,,24.99,"Oct 10, 2019",6in.,"Star Wars Black Series 6"" Ahsoka Tano #20 Action Figure New Opened Damaged Box",Action Figure,
0,Galoob,,1980-2001,,24.95,"Oct 10, 2019",3.75in.,"Lot of 2 - A Team Vintage 3 3/4"" Figures - Murdock & B A Baracus w/ accessories",Action Figure,
0,Chap Mei And Others,Soldier,,,14.95,"Oct 10, 2019",4in.,"Lot Of 6 Army 4” Action Figures Lanard The Corps, Chap Mei, Excite Navy",Action Figure,
0,Hasbro,,,GI Joe,150.0,"Oct 10, 2019","3.75""",GI Joe HEADQUARTERS COMMAND CENTER COMPLETE 1983 Playset Hasbro,Action Figure,1983
0,Playmates Toys,Wile E. Coyote,,,10.0,"Oct 10, 2019",,Playmates Space Jam - Charles Barkley - Wile E. Coyote Action Figure,Action Figure,
1,McFarlane Toys,Predator,,Alien vs. Predator,14.99,"Oct 10, 2019",,McFarlane Toys Alien Vs. Predator Elder Predator Action Figure New,Action Figure,
0,Marvel Legends,,2002-Now,Fantastic Four,44.99,"Oct 10, 2019",,Open ToyBiz Marvel Legends Fantastic Four 4 Pack Action Figure Set 2005 with Box,Action Figure,2005
0,JAKKS Pacific,Shadow the Hedgehog,2002-Now,Sonic the Hedgehog,12.99,"Oct 10, 2019",4in.,"Sonic the Hedgehog - Shadow 4"" Action Figure (JAKKS Pacific, 2019) Bendy",Action Figure,2019
0,Hasbro,Darth Vader,,,17.99,"Oct 10, 2019",6in.,"Star Wars Black Series #43 Darth Vader 6"" Action Figure New with Damaged Box",Action Figure,
0,McFarlane Toys,Tremor,1980-2001,Spawn,13.95,"Oct 10, 2019",5in.,McFarlane's SPAWN- Tremor Action Figure- GREEN- 1994 NEW MOC,Action Figure,1995
0,Hasbro,Optimus Primal,1980-2001,Transformers,55.0,"Oct 10, 2019",,1998 Transformers TransMetal Optimus Primal Complete MIB,Action Figure,1998
0,Hasbro,Luke Skywalker,,Star Wars,45.0,"Oct 10, 2019",,Star Wars The Empire Strikes Back Luke Skywalker's Snowspeeder Ship 2010 Hasbro,Action Figure,2010
1,WWE,Seth Rollins,,WWE,28.0,"Oct 10, 2019",7in.,NEW MOC WWE Elite Exclusive MITB Seth Rollins Seth Cashes In! Money In The Bank,Action Figure,
0,Hasbro,,,,26.99,"Oct 10, 2019",,Marvel Legends Hasbro Amazon Exclusive Defenders Jessica Jones Action Figure (K),Action Figure,
0,Hasbro,Megatron,2002-Now,Transformers,33.35,"Oct 10, 2019",,Megatron Special Edition Sealed MISB MOSC Deluxe Universe 2 Transformers,Action Figure Sealed,2008
0,21st Century Toys,Soldier,WW2,Ultimate Soldier,25.0,"Oct 10, 2019",12in.,"(T) The Ultimate Soldier  WW2  U.S. 3rd Infantry Division  -- NIP  1:6 / 12"" ",Action Figure,2000
0,Hasbro,Nofka (SDF-1),1980-2001,Select Convertors,28.75,"Oct 10, 2019",,Nofka (SDF-1) 100% Complete Basics Select Convertors Select Convertors,Action Figure Loose Complete,1984
0,Star Wars,Lando Calrissian,,,17.99,"Oct 10, 2019",,Star Wars Vintage Collection LANDO CALRISSIAN SKIFF GUARD DISGUISE VC144,,
0,Playmates Toys,April O'Neil,1980-2001,Teenage Mutant Ninja Turtles,24.99,"Oct 10, 2019",,TMNT 1988 April O'Neil 10 Back Noc Unpunched,Action Figure,1988
0,Hasbro,Dannik Jerriko,2002-Now,Star Wars,25.0,"Oct 10, 2019",3.75in.,Star Wars DANNIK JERRIKO Cantina Encounter #8 2005 Hasbro Action Figure NIB,Action Figure,2005
0,McFarlane Toys,,,,24.95,"Oct 10, 2019",,BABE RUTH * McFARLANE COOPERSTOWN COLLECTION * CALLED SHOT * Yankees * Unopened,,
0,Hasbro,,,Marvel Universe,13.0,"Oct 10, 2019",3.75in.,MARVEL UNIVERSE 3.75'' Punisher FIGURE,Action Figure,
0,Hasbro,WET SUIT,,GI Joe,18.71,"Oct 10, 2019","3.75""",2001 HASBRO G.I JOE COBRA 2 PACK COLLECTOR'S EDITION WET-SUIT & WET DOWN MOC,Action Figure,2001
0,Hasbro,,,Star Wars,12.0,"Oct 10, 2019",,Star Wars Hasbro Commemorative Trilogy DVD Action Figures A New Hope,Action Figure,
0,DC Comics,Batman,2002-Now,Batman,9.5,"Oct 10, 2019",1.75 in,VS Rip-Spin Warriors DC Comics Batman Figure New Unopened,Action Figure,2016
0,Hasbro,Tyrannosaurus Rex,,Jurassic World,9.0,"Oct 10, 2019","2.5"" x 4""","Hasbro Jurassic World Brawlasaurs Tyrannosaurus Rex, B1145 Dinosaur, Works",Action Figure,
0,VS Rip-Spin Warriors,Warrior,,Street Fighter,0.99,"Oct 10, 2019",,VS Rip-Spin Warriors Street Fighter Ryu,Action Figure,
0,Hasbro,,,GI Joe,19.99,"Oct 10, 2019",3.75in.,VINTAGE GI JOE - VEHICLE - 1987 COBRA WOLF 100% COMPLETE  ,Action Figure,1982
0,Hasbro,Optimus Prime,2002-Now,Transformers,380.0,"Oct 10, 2019",12in.,Transformers Masterpiece Optimus Prime Convoy MP-44 Version 3.0,Action Figure,2019
0,Hasbro,Gambit,,X-Men,18.88,"Oct 10, 2019",6in.,Marvel Legends X-men GAMBIT Action Figure BAF Caliban By Hasbro ,Action Figure,2019
0,Hasbro,abomination,,Marvel Universe,15.88,"Oct 10, 2019","6""","Marvel legends Incredible Hulk Movie 6""  Abomination Action Figure Hasbro 2007.",Action Figure,2007
0,Hasbro,,,GI Joe,4.99,"Oct 10, 2019",,vintage gi joe action figure lot Sea Slug,Action Figure,
1,,,,WEIRD-OHS,9.99,"Oct 10, 2019",,2 - MIP HAWK WEIRD-OHS 2008 ACTION FIGURES NEW SEALED #42 & #57  ,Action Figure,2008
