,bids,brand,category,character,condition,era,franchise,gender,price,quantity_sold,sell_date,size,title,toy_type,year,format
678,0,DC Collectibles,"TV, Movie & Video Games",Batman,Used,,DC Comics,,107.0,1,"Oct 11, 2019",6in.,DC Collectibles Batman the Animated Series Batmobile,Action Figure,,BIN
679,2,Hasbro,"TV, Movie & Video Games",Clone Trooper,Used,,,,13.0,1,"Oct 11, 2019",,Star Wars The Clone Wars Clone Trooper Echo Action Figure,Action Figure,,Auction
680,1,McFarlane Toys,"TV, Movie & Video Games",,New,,,,45.0,1,"Oct 11, 2019",,X-Files McFarlane Action Figures Lot Of 10 Complete MISP Excellent NM,Action Figure,,Auction
681,0,Bandai,"TV, Movie & Video Games",,Used,,Power Rangers,,9.99,1,"Oct 11, 2019",,Bandai Mighty Morphin Power Ranger Green 1993 Flip Head Action Figure Works Rare,Action Figure,1993,BIN
682,6,Funko,"TV, Movie & Video Games",Pop,New,2002-Now,,,5.5,1,"Oct 11, 2019",Does Not Apply,Funko Pop Games: Hello Neighbor - The Neighbor Vinyl Figure Item #24536,Action Figure,2018,Auction
683,1,Kenner,"TV, Movie & Video Games",Rancor,Used,,Star Wars,,40.0,1,"Oct 11, 2019",,"Vintage 1983 Star Wars Figure Cards w/ Blisters Lot Wicket, Bib, Rancor, & More",Action Figure,1983,Auction
684,1,McFarlane Toys,"TV, Movie & Video Games",Dart,New,2002-Now,Stranger Things,,6.0,1,"Oct 11, 2019",5in.,NEW Netflix McFarlane STRANGER THINGS Squeezable Dart 5in Figure Set Of 2,Action Figure,2018,Auction
685,0,Nickelodeon,Designer & Urban Vinyl,SpongeBob SquarePants,New,,,,4.76,6,"Oct 11, 2019",3in.,"Kidrobot MANY FACES OF SPONGEBOB Mini Series PICKLES Underwear 3"" Vinyl Figure",Action Figure,2018,BIN
686,0,JAKKS Pacific,Anime & Manga,,Used,,,,25.0,1,"Oct 11, 2019",,Super Saiyan SS Kid Goku Jakks Dragonball GT DBGT Figure,Action Figure,,BIN
687,0,,"TV, Movie & Video Games",He-Man,Used,,Masters of the Universe,,8.0,1,"Oct 11, 2019",,Tri-Klops 1983 Masters of the Universe He-Man Action Figure,Action Figure,1983,BIN
688,7,Playmates Toys,"TV, Movie & Video Games",,New,,Star Trek,,39.0,1,"Oct 11, 2019",,Star Trek Playmates Deep Space Nine DS9 Runabout Orinoco Ship Shuttle Vehicle ,Action Figure,,Auction
689,1,Funko,Fantasy,Pop,New,1980-2001,Harry Potter,,7.99,1,"Oct 11, 2019",3.75in.,Funko Pop Harry Potter: Neville Longbottom Vinyl Figure Item #22,Action Figure,2016,Auction
690,0,JAKKS Pacific,Sports,LANCE STORM,Used,2002-Now,WWE,,8.67,1,"Oct 11, 2019",7in.,2004 JAKKS PACIFIC WWE OFF THE ROPES LANCE STORM FIGURE LOOSE RED TRUNKS ,Action Figure,2004,BIN
691,0,Mezco,"TV, Movie & Video Games",Wolverine,Used,2002-Now,X-Men,,334.99,1,"Oct 11, 2019",6in.,Mezco One 12 Direct Con Exclusive NYCC Tiger Stripe Wolverine ,Action Figure,,BIN
692,0,Hasbro,"TV, Movie & Video Games",Darth Vader,Used,,Star Wars,,4.99,1,"Oct 11, 2019",3.75in.,Star Clone Wars Galaxy Adventures Sith Lord DARTH VADER action figure LOOSE 3.75,Action Figure,1995,BIN
693,0,Mattel,"TV, Movie & Video Games",Faker,New,,,,999.99,1,"Oct 11, 2019",6in.,AFA 85 He-Man 1987 MOTU Mattel Faker 12-back Series 2 (80-85-90) Clear NM+,Action Figure,1987,BIN
694,0,Playskool,Transformers & Robots,Heatwave,Used,2002-Now,Transformers,,12.75,1,"Oct 11, 2019",5in.,Transformers PLAYSKOOL Heroes RESCUE BOTS Rescan HEATWAVE the Fire-Bot FIREBOAT,Action Figure,2014,BIN
695,0,Mattel,"TV, Movie & Video Games",Orko,Used,1980-2001,Masters of the Universe,,12.99,1,"Oct 11, 2019",,Man At Arms Mace MOTU Masters of the Universe Vintage Mattel NM!,Action Figure,1980's,BIN
696,0,Hasbro,Military & Adventure,Navy Seal,New,,GI Joe,,22.95,1,"Oct 11, 2019",12in.,"GI Joe, Navy Seal, 12”, with Exploding Mine, New, MOSC, 2000, Rare!",Action Figure,2000,BIN
697,0,Hasbro,Military & Adventure,,New,,GI Joe,,39.99,1,"Oct 11, 2019",12in.,GI JOE US Air Force Crew Chief Fully Poseable Action Figure 1998 New Brown Hair,Action Figure,1998,BIN
698,0,Dragon,Military & Adventure,,New,,,,79.99,2,"Oct 11, 2019",12in.,DRAGON 1/6 SCALE WWII GERMAN ALDER FISHER PANZERFAUST LOADER BAVARIA 1945 70756,Action Figure,,BIN
699,1,Diamond Select,"TV, Movie & Video Games",The Munsters,Used,2002-Now,The Munsters,,59.0,1,"Oct 11, 2019",7in.,RARE! THE MUNSTERS (HOT ROD HERMAN + LILLY) ACTION FIGURES Diamond Select Toys,Action Figure,,Auction
700,0,MATTEL,Comic Book Heroes,HOLOGRAM JOR-EL,Used,2002-Now,SUPERMAN,,1.99,1,"Oct 11, 2019",5in.,SUPERMAN RETURNS ACTION FIGURE HOLOGRAM JOR-EL 2006 MATTEL,Action Figure,2006,BIN
701,0,Mattel,Comic Book Heroes,BLACK MANTA,New,2002-Now,Sinestro,,10.0,1,"Oct 11, 2019",8in.,"MATTEL RETRO ACTION DC SUPER HEROES SINESTRO 8"" ACTION FIGURE NEW SEALED MEGO",Action Figure,2010,BIN
702,0,,Comic Book Heroes,,Used,,,,19.99,1,"Oct 11, 2019",,Marvel legends Fantastic Four Movie Human Torch 6 inch action figure,,,BIN
703,0,Dragon Action Figures,Military & Adventure,Dragon,New,,,,60.0,1,"Oct 11, 2019",,Dragon 1/6 - WW2 - Smolensk 1942 - Wehrmacht Heer Signals - Sepp Kiefer  #70290,Action Figure,,BIN
704,0,Mattel,Comic Book Heroes,,New,,,,12.95,1,"Oct 11, 2019",,DC Comics SINESTRO Retro-Action DC Super Heroes MOC 2009 Mattel,,,BIN
705,1,Hasbro,"TV, Movie & Video Games",TIE Fighter Pilot,New,2002-Now,Star Wars,,1.99,1,"Oct 11, 2019",3.75in.,Star Wars A New Hope Battle of Yavin Tie Fighter Pilot Action Figure New Sealed ,Action Figure,,Auction
706,1,GI Joe,Military & Adventure,Snake Eyes,New,,GI Joe,,399.0,1,"Oct 11, 2019",,GI Joe 1990 MOC Nilco Funskool Short Fuse Variant Sealed MINT! RARE! EGYPT ,Action Figure,1990,Auction
707,0,Kenner,"TV, Movie & Video Games",,New,,,,49.99,1,"Oct 11, 2019",,Aliens Vs Marines Kenner Action Figure - Vasquez Vs Night Cougar Alien 1996 NEW,Action Figure,1996,BIN
708,0,WWE,Sports,Macho man,Used,1980-2001,WWE,,15.0,1,"Oct 11, 2019",4.5in.,"VINTAGE WWF MACHO MAN RANDY SAVAGE , Rick Rude And Jake The Snake Lot Of 3",Action Figure,1991,BIN
709,0,Hasbro,Transformers & Robots,Optimus Prime,Used,2002-Now,Transformers,,38.99,1,"Oct 11, 2019",,Transformers Movie OPTIMUS PRIME Leader Class Complete Revenge of the Fallen,Action Figure,2009,BIN
710,0,Star Wars,"TV, Movie & Video Games",Jawa,New,,Star Wars,,27.72,1,"Oct 11, 2019",6in.,"Star Wars The Black Series First Edition 6"" Offworld Jawa #96 - box damage",Action Figure,2019,BIN
711,0,Round 5,Sports,Michael,New,,,,8.95,1,"Oct 11, 2019",Mini (Under 6 in),"UFC Ultimate Collector Series 2: MICHAEL ""The Count"" BISPING Action Figure NIB",Action Figure,,BIN
712,1,McFarlane Toys,Comic Book Heroes,Spawn,New,1980-2001,Spawn,,49.99,1,"Oct 11, 2019",,"Lot of 13 - Spawn Action figures: Ninja & Commando Spawn, Chapel, Violator",Action Figure,1994,Auction
713,0,Mattel,Sports,,Used,,,,9.0,1,"Oct 11, 2019",7in.,Lot Of 5 WWE Wrestlers Action Figures Sheamus Chris Jericho Santino Marello ...,Action Figure,2010- 2011,BIN
714,0,Takara,Transformers & Robots,,Used,,,,39.99,1,"Oct 11, 2019",,Authentic Takara Tomy Transformers Masterpiece MP-14 Red Alert,Action Figure,,BIN
715,1,Hasbro,"TV, Movie & Video Games",Mandalorian Assassin,New,2002-Now,Star Wars,,45.0,1,"Oct 11, 2019",6in.,New Star Wars Black Series Carbonized The Mandalorian Target Exclusive ,Action Figure,,Auction
716,0,Hasbro,"TV, Movie & Video Games",Aurra Sing,Used,2002-Now,Star Wars,,19.99,1,"Oct 11, 2019",4in.,Star Wars Aurra Sing Tusken Raider Boushh Tatooine Lot of 4 Hasbro,Action Figure,2012,BIN
717,0,Hasbro,"TV, Movie & Video Games",Darth Vader,Used,2002-Now,Star Wars,,24.99,1,"Oct 11, 2019",,Hasbro Spinning STAR WARS Galactic Heroes Tie Fighter With Darth Vader Figure,Action Figure,,BIN
718,0,Transformers,Transformers & Robots,,New,2002-Now,Transformers,,49.99,2,"Oct 11, 2019",,Transformers: Generations Power of the Primes Leader Evolution Rodimus Prime,Action Figure,,BIN
719,0,Hasbro,Transformers & Robots,Starscream,Used,1980-2001,Transformers,,5.0,1,"Oct 11, 2019",,Transformers G1 Metroplex Guns Parts Lot 1980s,Action Figure,1980,BIN
720,6,FUNKO,"TV, Movie & Video Games",Pop,New,1980-2001,lumiere,,5.61,1,"Oct 11, 2019",,Pop!: Disney Beauty & The Beast : Lumiere #244 Vinyl Figure by Funko,vinyl figure,2017,Auction
721,0,,Comic Book Heroes,,Used,2002-Now,,,12.45,1,"Oct 11, 2019",,Marvel Legends - Storm - 100% complete,Action Figure,,BIN
722,0,The Loyal Subjects,"TV, Movie & Video Games",,New,2002-Now,Mega Man,,12.37,1,"Oct 11, 2019",3.2in.,Megaman Action Vinyls Mystery Figure Blind Box Loyal Subjects New,Action Figure,,BIN
723,1,Hasbro,"TV, Movie & Video Games",Han Solo,New,2002-Now,Star Wars - Vintage Collection,,0.99,1,"Oct 11, 2019",3.75in.,Star Wars SOLO Han Solo #VC124 Star Wars Vintage Collection Sealed Kenner,Action Figure,2018,Auction
724,2,Hasbro,Comic Book Heroes,Kitty Pride,Used,,X-Men,,20.5,1,"Oct 11, 2019",6in.,Marvel Legends Kitty Pride Juggernaut Wave,Action Figure,,Auction
725,1,Hasbro,"TV, Movie & Video Games",Ree-Yees,New,,Star Wars,,39.99,1,"Oct 11, 2019",3.75in.,Star Wars Vintage Collection VC136 Han Solo Carbonite & VC137 Ree Yees,Action Figure,,Auction
726,0,Mattel,"TV, Movie & Video Games",Mer-Man,Used,2002-Now,Masters of the Universe,,6.99,1,"Oct 11, 2019",,MOTU 2002 Merman Evil Ocean Warlord! Mer-Man Mattel He-Man Action Figure,Action Figure,2002,BIN
727,0,Mattel,"TV, Movie & Video Games",He-Man & Battle Cat,New,1980-2001,Masters of the Universe,,495.0,1,"Oct 11, 2019",,"MOTU, Commemorative Battle Cat & He-Man, Skeletor Panthor, sealed box, MISB MOC",Action Figure,2000's,BIN
728,0,Mattel,"TV, Movie & Video Games",He-Man,Used,1980-2001,Masters of the Universe,,125.0,1,"Oct 11, 2019",,Original 8 Back Complete MOTU He-Man Masters of the Universe Figure Comic Motu,Action Figure,1981,BIN
729,0,McFarlane Toys,Sports,Marshawn Lynch,New,2002-Now,NFL,,27.99,1,"Oct 11, 2019",,Marshawn Lynch Oakland Raiders Mcfarlane Madden 19 Series 1 Action Figure,Action Figure,,BIN
730,0,Hasbro,Transformers & Robots,Dodge Viper Sunstreaker,Used,2002-Now,Transformers,,15.99,1,"Oct 11, 2019",,Hasbro Transformers Alternators Sunstreaker Dodge Viper,Action Figure,,BIN
731,0,Unique Toys,Transformers & Robots,Optimus Prime,Used,2002-Now,Transformers,,75.0,1,"Oct 11, 2019",11in.,Transformers UT R-02B Destroyer - Damaged,Action Figure,2018,BIN
732,1,Hasbro,"TV, Movie & Video Games",R2-B1,New,2002-Now,Star Wars,,10.0,1,"Oct 11, 2019",3.75in.,Star Wars The 30th Anniversary Collection - R2-B1 # 51 - Hasbro 2007,Action Figure,2007,Auction
733,0,Mego,"TV, Movie & Video Games",Mr. Spock,New,2002-Now,Star Trek,,19.99,1,"Oct 11, 2019",8in.,"Star Trek Mego Mr. Spock 8"" Action Figure Trouble With Tribbles #7126",Action Figure,,BIN
734,1,Star Wars,"TV, Movie & Video Games",Leia Organa,New,2002-Now,Princess Leia,,20.0,1,"Oct 11, 2019",3 3/4 Inch Scale,NEW Hasbro Star Wars Vintage Collection VC134 Princess Leia Organa Boushh ROTJ,Action Figure,2019,Auction
735,0,Hasbro,Military & Adventure,Storm Shadow (v3),Used,,GI Joe,,9.99,1,"Oct 11, 2019",3.75in.,GI Joe - Storm Shadow - 1992 Action Figure,Action Figure,1992,BIN
736,1,Playmates Toys,"TV, Movie & Video Games",Lara Croft,New,,Tomb Raider,,5.7,1,"Oct 11, 2019",,2001 Playmates TOMB RAIDER Lara Croft vs SIMON Action Figure New in Box ,Action Figure,2001,Auction
737,1,Tonka,"TV, Movie & Video Games",,Used,,,,7.99,1,"Oct 11, 2019",,Vintage Tonka Fall Guy Lee Majors Action Figure,Action Figure,,Auction
738,2,Just Toys,Sports,Al Snow,New,,WWF,,1.05,1,"Oct 11, 2019",4.5in.,"NEW 4.5"" Al Snow (MOC) WWF Bend-Ems series XI (1999) Just Toys WWE WCW",Action Figure,1999,Auction
739,0,Hasbro,Transformers & Robots,Devastator,New,2002-Now,Transformers,,125.0,1,"Oct 11, 2019",,"Walmart Exclusive Transformers: G1 Constructicon Devastator New, Mint. US Seller",Action Figure,2018,BIN
740,1,DC Direct,Comic Book Heroes,Batman,New,,Watchmen,,9.99,1,"Oct 11, 2019",,DC DIrect The Watchmen The COMEDIAN action figure. ,Action Figure,,Auction
741,0,JAKKS Pacific,Sports,James Storm,Used,,WWE,,35.0,1,"Oct 11, 2019",,TNA Wrestling JAKKS James Storm Bobby Roode Beer Money 2 Pack LOOSE w/ belts,Action Figure,,BIN
742,0,JAKKS Pacific,"TV, Movie & Video Games",Princess Zelda,Used,2002-Now,Legend of Zelda,,10.8,1,"Oct 11, 2019",4in. Tall,World of Nintendo Princess Zelda 4” Action Figure Legend of Zelda,Action Figure,2016,BIN
743,0,JAKKS Pacific,Anime & Manga,Super Buu,Used,,Dragon Ball Z,,13.0,1,"Oct 11, 2019",7in.,Dragon Ball Z - Super Buu - Action Figure (2003 JAKKS) Series 12 DBZ ,Action Figure,2003,BIN
744,0,HASBRO,Comic Book Heroes,,Used,2008,GI.JOE,,22.99,1,"Oct 11, 2019","3.75"" SERIES",GI JOE 25TH COBRA B.A.T. HALL OF HEROES LOOSE COMPLETE,Action Figure,2009,BIN
745,0,Mezco,"TV, Movie & Video Games",Dawn of the Dead,New,,,,80.0,1,"Oct 11, 2019",,Mezco One:12 Collective Dawn of the Dead Flyboy and Plaid Shirt Figure New,,,BIN
746,0,Playmates,"TV, Movie & Video Games",,Used,,Superhuman Samurai Syber-Squad,,22.99,1,"Oct 11, 2019",,1994 Playmates Superhuman Samurai Syber Squad Phormo Samurizing Set Parts Lot,Action Figure,1994,BIN
747,0,ToyBiz,Comic Book Heroes,Spider-Goblin,New,1980-2001,Spider-Man,,20.8,1,"Oct 11, 2019",6in.,Spider-Man Arachniphobia Spider-Goblin action figure Toybiz 1996 Marvel NIB NEW,Action Figure,1996,BIN
748,0,Toy Biz,Comic Book Heroes,,New,,,,29.99,1,"Oct 11, 2019","6""",Doppleganger - Spider-Man Animated Series,Action Figure,,BIN
749,0,Hasbro,Transformers & Robots,,Used,,,,8.99,1,"Oct 11, 2019",,Transformers Prime Rumble - Loose Complete,Action Figure,,BIN
750,0,Hasbro,Other Action Figures,,Used,1980-2001,battle beasts,,5.99,1,"Oct 11, 2019",2in.,Vintage 1980's Battle Beasts Figure,Action Figure,1987,BIN
751,0,Mattel,Sports,,New,2002-Now,WWE,,29.99,1,"Oct 11, 2019",,WWE Wrestling Mattel Elite Series 60 Giant Machine Figure Andre the Giant ,Action Figure,2015,BIN
752,0,Hasbro,Comic Book Heroes,Ant-Man,Used,2002-Now,Marvel Legends,,14.99,2,"Oct 11, 2019",6in.,Marvel Legends X-con Luis from Ant-Man - Action Figure - Loose & Complete!,Action Figure,,BIN
753,0,Hasbro,Comic Book Heroes,Ghost,New,2002-Now,Marvel Universe,,19.99,3,"Oct 11, 2019",6 Inch Scale,"Marvel Legends Marvel 80th Anniversary Series Ghost Hasbro 6"" Scale MCU",Action Figure,,BIN
754,0,NECA,"TV, Movie & Video Games",,New,,Terminator,,41.5,1,"Oct 11, 2019",,NECA Terminator Tech Noir T-800 Action Figure BRAND NEW,Action Figure,,BIN
755,0,Hasbro,Comic Book Heroes,,New,2002-Now,Marvel Legends,,21.99,2,"Oct 11, 2019",6in.,"Marvel Legends Hela, Thor Ragnarok, 80th, Skurge Executioner, Loose Complete",Action Figure,,BIN
756,0,Crazy Owners,"TV, Movie & Video Games",,New,,,,22.99,3,"Oct 11, 2019",,Crazy Owners 1:6 Japanese Samurai Kamishimo Figure - Brown Kimono,Action Figure,,BIN
757,1,Mattel,Sports,,Used,,WWE,,39.99,1,"Oct 11, 2019",,WWE Mattel Basic Action Figure Lot Of 25!! Cena New Day Rollins Reigns The Rock,Action Figure,,Auction
758,0,Mattel,Sports,,New,,WWE,,16.84,2,"Oct 11, 2019",,WWE Global Superstars Natalya Action Figure Elite Mattel Basic toys-274j,Action Figure,,BIN
759,0,Hasbro,"TV, Movie & Video Games",,New,,Star Wars,,80.0,1,"Oct 11, 2019",,Hasbro Star Wars The Clone Wars Seripas Action Figure CW61,Action Figure,,BIN
760,0,Hasbro,Military & Adventure,Joe,Used,,GI Joe,,14.99,1,"Oct 11, 2019",,Vintage GI Joe Action Figure Cobra Lot x 4 Late 80s,Action Figure,,BIN
761,1,Bandai,"TV, Movie & Video Games",Ultraman,Used,,Alien,,25.0,1,"Oct 11, 2019",9in.,Alien Godola Bullmark Bandai Ultramonster Sofvi Kaiju Ultraman Ultraseven ,Action Figure,,Auction
762,0,Hasbro,"TV, Movie & Video Games",Clone Trooper Hevy,New,2002-Now,Star Wars,,25.0,1,"Oct 11, 2019",3.75 Inch Scale,Star Wars CLONE TROOPER HEVY IN TRAINING ARMOR CW41 Action Figure Hasbro,Action Figure,2010,BIN
763,12,Diamond Select,"TV, Movie & Video Games",,New,,,,22.5,1,"Oct 11, 2019",,3.75 HASBRO INDIANA JONES GERMAN SOLDIERS RAIDERS OF THE LOST ARK FIGURES 2 PACK,,,Auction
764,0,Hasbro,"TV, Movie & Video Games",,Used,2002-Now,Star Wars,,16.98,2,"Oct 11, 2019",3.75in.,"custom* Jabba Sail Barge R2-D2 drink tray dispenser vc 25 Star Wars 3.75 inch""",Action Figure,,BIN
765,0,Star Wars,"TV, Movie & Video Games",Qui-Gon Jinn,New,1980-2001,Qui-Gon Jinn,,7.95,1,"Oct 11, 2019",3.75in.,STAR WARS POWER OF THE JEDI QUI-GON JINN ACTION FIGURE (Mos Espa Disguise) 2000,Action Figure,2000,BIN
766,0,Unbranded,"TV, Movie & Video Games",,Used,1980-2001,,,29.99,1,"Oct 11, 2019",14in.,MASTERS OF THE UNIVERSE FAKER K.O. KNOCK OFF MEXICAN JUMBO FIGURE BLOWN PLASTIC,Action Figure,1983,BIN
767,0,Hasbro,"TV, Movie & Video Games",Clone Commander Wolffe,New,2002-Now,Star Wars,,70.0,2,"Oct 11, 2019",3.75 Inch Scale,Star Wars Clone Wars CLONE COMMANDER WOLFFE CW48 Action Figure Near-Mint MOMC,Action Figure,2010,BIN
768,0,Kenner,"TV, Movie & Video Games",,Used,,Star Wars,,24.99,1,"Oct 11, 2019",3.75in.,Star Wars 4-LOM zuckuss vintage Kenner action figure 1981 bounty hunter MINT!!,Action Figure,1981,BIN
769,0,,Animals & Dinosaurs,,Used,,,,18.59,1,"Oct 11, 2019",,"5 - 5.5"" 8"" 6"" Vintage Playskool Definitely Dinosaurs Stegosaurus Action Figures",,,BIN
770,0,Hasbro,Transformers & Robots,Optimus Prime,Used,,Transformers,,17.0,1,"Oct 11, 2019",,Transformers Rescue Bots Optimus Prime T-Rex Dino Dinosaur Figure Hasbro Tomy,Action Figure,,BIN
771,1,Kenner,"TV, Movie & Video Games",Barquin D'an,Used,1980-2001,Star Wars,,3.25,1,"Oct 11, 2019",4in.,Star Wars POTF Mail Away Cantina Band Member Barquin D'an Action Figure ,Action Figure,,Auction
772,6,Kenner,"TV, Movie & Video Games",Yoda,Used,,,,10.5,1,"Oct 11, 2019",,Vintage Star Wars orange snake for Yoda - original part,Action Figure,,Auction
773,0,Hot Toys,"TV, Movie & Video Games",Joker,New,,Batman,,399.95,1,"Oct 11, 2019",12in.,Batman: Arkham Asylum - Joker 1/6th Scale Hot Toys Action Figure,Action Figure,,BIN
774,0,Hasbro,Military & Adventure,Mirage,Used,,G I Joe,,12.0,1,"Oct 11, 2019",3.75in.,Mirage v3 G I Joe Weapons Expert Rocket-Fire Heavy Artillery loose 2002 COMPLETE,Action Figure,2002,BIN
775,0,,Transformers & Robots,,Used,,,,4.99,1,"Oct 11, 2019",, Transformers 2007 Movie Deluxe Class Decepticon Swindle Hasbro ,,,BIN
776,0,Funko,"TV, Movie & Video Games",Baby,New,2002-Now,Five Nights at Freddy's,,11.33,1,"Oct 11, 2019",5.5in.,Five Nights At Freddy's Sister Location - Baby Figure - Funko Ennard Shelf Wear,Action Figure,2017,BIN
777,5,JAKKS Pacific,Sports,,New,2002-Now,,,7.0,1,"Oct 11, 2019",7in.,Autographed Matt Morgan TNA Impact Deluxe Action Figure Series 3 WWE New In Box,Action Figure,2010,Auction
778,0,Hasbro,Transformers & Robots,Dirge and Roadbuster,New,2002-Now,Transformers,,40.0,1,"Oct 11, 2019",,Transformers Universe Autobot Ambush Target Exclusive NEW SEALED MINT!      0443,Action Figure,,BIN
779,0,Hasbro,Comic Book Heroes,Iron Man,New,,Legend,,19.87,1,"Oct 11, 2019",6in.,"New Marvel Legends Series! Iron Man 6"" Action Figure ~80th Year Anniversary ",Action Figure,,BIN
780,0,Action,Military & Adventure,Soldier,New,,GI Joe,,65.0,1,"Oct 11, 2019",12in.,GI Joe Collector's Club 2007 12in Member Figure Arctic Adventurer ,Action Figure,2007,BIN
781,0,ThreeZero,"TV, Movie & Video Games",Saul Goodman,New,,Breaking Bad,,295.0,1,"Oct 11, 2019",,Threezero1/6 Breaking Bad Saul Goodman Figure Better call Saul New Sealed in box,Action Figure,2018,BIN
782,2,Unbranded,Other Action Figures,,Used,,,,7.16,1,"Oct 11, 2019",,M U S C L E Men Vintage Action Figure Lot Of 20 (A) ,Action Figure,,Auction
783,0,Ideal,Comic Book Heroes,,Used,Pre-1980,DC Universe,,79.97,1,"Oct 11, 2019",,Vintage 1966 Ideal Superman Super Dog Action Figure Used Original Cape,Action Figure,1966,BIN
784,0,Hasbro,Transformers & Robots,The Fallen,Used,2002-Now,Transformers,,20.0,1,"Oct 11, 2019",8 in,Transformers Revenge Of The Fallen Voyager Class The Fallen Target Exclusive ,Action Figure,2010,BIN
785,0,Hasbro,"TV, Movie & Video Games",Han Solo,New,2002-Now,Star Wars,,39.99,1,"Oct 11, 2019",3.75in.,Star Wars Vintage Collection - Han Solo in Carbonite - TVC VC136 Jabba's Palace,Action Figure,2019,BIN
786,0,Hasbro,"TV, Movie & Video Games",Cannonball,New,2002-Now,X-Force,,18.0,1,"Oct 11, 2019",6in.,Marvel Legends X-FORCE CANNONBALL 6in Figure BAF Wendigo X-Men NEW,Action Figure,2019,BIN
787,0,NECA,"TV, Movie & Video Games",Chun Li,New,,Street Fighter,,22.0,1,"Oct 11, 2019",6in.,"NECA Capcom Street Fighter IV Player Select CHUN-LI 6"" Action Figure",Action Figure,,BIN
788,0,Hasbro,"TV, Movie & Video Games",Sith Jet Trooper/ Luke Skywalker,New,,Star Wars,,28.0,1,"Oct 11, 2019",3.75in.,Star Wars Vintage Collection Lot Sith Jet Trooper VC159/ Luke Skywalker VC131,Action Figure,2018/19,BIN
789,0,Hasbro,Military & Adventure,Duke,New,,GI Joe,,24.95,1,"Oct 11, 2019","3.75""",Vintage Gi Joe Battle Corps Stalker MOC Sealed 1990’s Hasbro,Action Figure,1982-1994,BIN
790,0,Mattel,Comic Book Heroes,Superman Doomed,New,2002-Now,Batman,,9.99,1,"Oct 10, 2019",6in.,"DC Comics Multiverse SUPERMAN DOOMED 6"" Action Figure New 52 Doomsday",Action Figure,2016,BIN
791,0,Action,Sports,,Used,,,,40.0,1,"Oct 10, 2019",,Million Dollar Man Ted DiBiase - WWE Jakks Classic Superstars Series 3 - Figure,Action Figure,,BIN
792,0,,Comic Book Heroes,Mr. Freeze,Used,,Batman,,39.99,1,"Oct 10, 2019",12in.,Batman/Mr. Freeze 12 Inch Action Figure Used And Loose,Action Figure,,BIN
793,0,Phicen /TBLeague,Military & Adventure,,New,2018,Phicen female body,,42.99,6,,6in.,Phicen TBLeague 1/12 Female Seamless Body,Action Figure,2018,BIN
794,0,Funko,"TV, Movie & Video Games",,New,,,,9.21,22,,,FUNKO POP! DISNEY: Lion King - Nala [New Toys] Vinyl Figure,,,BIN
795,0,Hasbro,Comic Book Heroes,,New,,Marvel Universe,,119.99,1,"Oct 10, 2019",6 inch scale,Marvel Legends ~ AVENGERS ACTION FIGURE SET w/CULL OBSIDIAN BAF COMPLETE,Action Figure,,BIN
796,0,Hasbro,"TV, Movie & Video Games",Jawa,New,1980-2001,Star Wars,,15.0,1,"Oct 10, 2019",3.75in.,Star Wars Power of the Force Jawa and Gonk Droid Action Figure 1999 CommTech,Action Figure,1999,BIN
