,bids,brand,category,character,condition,era,franchise,gender,price,quantity_sold,sell_date,size,title,toy_type,year,format
547,8,KENNER,"TV, Movie & Video Games",ZORII BLISS,New,2002-Now,STAR WARS,,14.09,1,"Oct 11, 2019",4in.,"STAR WARS ""THE RISE OF SKYWALKER""-""ZO",ACTION FIGURE,2019,Auction
548,0,Mattel,Sports,,Used,2002-Now,,,75.0,1,"Oct 11, 2019",,WWE Elite Figure Texas tornado Kerry von Erich intercontinent,Action Figure,,BIN
549,0,Marvel,"TV, Movie & Video Games",Drax the Destroyer,New,,Avengers,,13.49,1,"Oct 11, 2019",6in.,Marvel Avengers Infinity War DRAX Action Figure 6 inch INFINITY STONE ,Action Figure,,BIN
550,0,Hasbro,Comic Book Heroes,,New,2002-Now,Marvel Universe,,7.59,1,"Oct 11, 2019",6in.,"Gamora Marvel Avengers Infinity War 6"" ACTION FIGURE w STONE NEW ",Action Figure,2018,BIN
551,0,Hasbro,Military & Adventure,,Used,,GI Joe,,4.29,1,"Oct 11, 2019",3.75in.,Vintage Cobra GI Joe ARAH 1989 Snake Eyes V.3 Backpack Accessory,Action Figure,1989,BIN
552,0,Hot Toys,"TV, Movie & Video Games",Finn,Used,2002-Now,Star Wars,,125.0,1,"Oct 11, 2019",,Finn Star Wars Force Awakens Hot Toys Figure MMS345 2016 John Boyega Sideshow,Action Figure,2016,BIN
553,0,NECA,"TV, Movie & Video Games",,New,,,,18.99,1,"Oct 11, 2019",,"NECA REEL TOYS Terminator 2 T-800 Cyberdyne Showdown 7"" Action Figure",,,BIN
554,0,Hasbro,Military & Adventure,Alpine,Used,,GI Joe,,13.75,1,"Oct 11, 2019",3.75in.,Vintage 1986 GI Joe Alpine Mountain Trooper W. Backpack Submachine Gun,Action Figure,1986,BIN
555,12,FUNKO,"TV, Movie & Video Games",,New,,Funko,,20.5,1,"Oct 11, 2019",,Funko POP! Figure NIB Funko-Shop Limited Zodiac VIRGO #03,Action Figure,,Auction
556,0,McFarlane Toys,"TV, Movie & Video Games",Sub Zero,New,2002-Now,Mortal Kombat,,27.45,1,"Oct 11, 2019",7in.,McFarlane Toys Mortal Kombat - Sub Zero Action Figure Pre-order ships 10/18/19,Action Figure,"April 23, 2019",BIN
557,1,Galoob,"TV, Movie & Video Games",Klone,Used,1980-2001,Blackstar,,96.99,1,"Oct 11, 2019",,1984 Blackstar Laser Light Klone Action Figure With Cardback Filmation Galoob,Action Figure,1984,Auction
558,8,FUNKO,"TV, Movie & Video Games",,New,,Funko,,18.26,1,"Oct 11, 2019",,Funko POP! Figure NIB Funko-Shop Limited Zodiac SCORPIO #05,Action Figure,,Auction
559,1,Todd McFarlane,Comic Book Heroes,Spawn,New,1980-2001,Spawn,,5.8,1,"Oct 11, 2019",6in,McFarlane Toys Violator Spawn Action Figure NIB Special Edition Comic Book 1996,Action Figure,1995,Auction
560,0,Star Wars,"TV, Movie & Video Games",,Used,,Star Wars,,68.99,1,"Oct 11, 2019",,Star Wars Vintage 1978 X-WING FIGHTER KENNER 100% Complete Original W/ Luke,Action Figure,1978,BIN
561,16,FUNKO,"TV, Movie & Video Games",,New,,Funko,,17.49,1,"Oct 11, 2019",,Funko POP! Figure NIB Funko-Shop Limited Zodiac SAGITTARIUS #06,Action Figure,,Auction
562,0,Hasbro,"TV, Movie & Video Games",,New,,,,35.0,1,"Oct 11, 2019",6in.,Star Wars Black Series Mandalorian Action Figure,Action Figure,,BIN
563,0,McFarlane Toys,"TV, Movie & Video Games",,New,2002-Now,KISS,,14.5,1,"Oct 11, 2019",,KISS Creatures McFarlane Toys Paul Stanley 2002 Action Figure Sealed,Action Figure,2002,BIN
564,0,Funko,"TV, Movie & Video Games",First Order Stormtrooper,New,,,,10.0,1,"Oct 11, 2019",3.75in.,Pop Funko Star Wars First Order Stormtrooper # 66 Bobble head figure Vinyl,Action Figure,2015,BIN
565,0,TMNT,"TV, Movie & Video Games",Leonardo,New,,,,19.99,1,"Oct 11, 2019",,Rise of the Teenage Mutant Ninja Turtle Leonardo Giant Figure New In Box,Figure,,BIN
566,1,McFarlane Toys,"TV, Movie & Video Games",Freddy Krueger,New,1980-2001,Freddy vs Jason,,45.99,1,"Oct 11, 2019",7in.,MINT! FREDDY KRUEGER vs JASON VOORHEES Fish Tank NRFB McFarlane Movie Maniacs,Action Figure,,Auction
567,0,Hasbro,Military & Adventure,,Used,,GI Joe,,2.0,1,"Oct 11, 2019",3.75in.,GI JOE STORM SHADOW SHEATH BACKPACK ACCESSORY 2004 G.I. JOE HASBRO ARAH,Action Figure,2004,BIN
568,0,Mattel,Comic Book Heroes,Prince Adam,Used,,Masters of the Universe,,34.95,1,"Oct 11, 2019",,Mattel Masters of the Universe Classics He-Man MOTUC Prince Adam Action Figure,Action Figure,,BIN
569,1,DC,Comic Book Heroes,Batman,New,2002-Now,Batman,,12.99,1,"Oct 11, 2019",19in.,DC BIG FIGS BATMAN REBIRTH 19 inch Action figure JAKKS PACIFIC new!,Action Figure,2019,Auction
570,0,Kenner,"TV, Movie & Video Games",Death Star Trooper,Used,1980-2001,Star Wars,,6.99,2,"Oct 11, 2019",3.75in.,STAR WARS POTF2 DEATH STAR TROOPER LOOSE COMPLETE,Action Figure,1995-Present,BIN
571,11,FUNKO,"TV, Movie & Video Games",,New,,Funko,,36.0,1,"Oct 11, 2019",,Funko POP! Figure NIB Funko-Shop Limited Zodiac LEO #02,Action Figure,,Auction
572,3,Matchbox,"TV, Movie & Video Games",Leatherface,New,,The Texas Chainsaw Massacre,,10.5,1,"Oct 11, 2019",,Leatherface Matchbox Car Collectable Toy Texas Chainsaw Massacre Action Figure,Action Figure,,Auction
573,0,Acid Rain,Military & Adventure,,New,,,,49.99,1,"Oct 11, 2019",3.5in.,Acid Rain World SOFI and ESO Raider 303 Action Figure,Action Figure,,BIN
574,0,Playmates Toys,"TV, Movie & Video Games",,New,2002-Now,GORMITI,,14.99,1,"Oct 11, 2019",,2008 PLAYMATES SERIES 1 GORMITI 4 FIGURE & GAME CARDS SET SEALED,Action Figure,2008,BIN
575,0,Mattel,Sports,,New,,WWE,,25.99,1,"Oct 11, 2019",,Wwe Elite The Rock Exclusive Walmart Series 69 Mattel,Action Figure,,BIN
576,0,Mattel,"TV, Movie & Video Games",Man-At-Arms,Used,1980-2001,Masters of the Universe,,30.0,1,"Oct 11, 2019",,He-Man Masters of the Universe MOTU Commemorative Man-At-Arms & Teela,Action Figure,2000,BIN
577,0,Mattel,"TV, Movie & Video Games","Skeletor, Lex Luthor",Used,2002-Now,"MOTUC, Masters of the Universe Classics, MOTU",,39.99,1,"Oct 11, 2019",6in.,Mattel Masters of the Universe Vs DC Universe Classics Skeletor Action Figure,Action Figure,,BIN
578,0,NECA,"TV, Movie & Video Games",,New,,,,55.0,1,"Oct 11, 2019",,MINT CONDITION!🇺🇸,,,BIN
579,1,Bandai,"TV, Movie & Video Games",,New,1980-2001,The Tick,,9.99,1,"Oct 11, 2019",,Vintage 1994 Bandai THE TICK Figures Lot incl. Thrakkorzog - Carded Sealed MOC,Action Figure,1994-1995,Auction
580,0,JAKKS Pacific,Sports,Sable,New,1980-2001,WWE,,13.0,1,"Oct 11, 2019",6in.,WWF Sable action figure shotgun saturday night series 2,Action Figure,1998,BIN
581,0,Star Wars,"TV, Movie & Video Games",Snaggletooth,Used,Pre-1980,,,300.0,1,"Oct 11, 2019",,Star Wars SEARS Cantina Blue Snaggletooth,Action Figure,,BIN
582,0,JAKKS Pacific,Sports,,New,,,,60.0,1,"Oct 11, 2019",,WWE Jakks Pacific World Heavyweight Championship Belt,,,BIN
583,1,Hasbro,Animals & Dinosaurs,,Used,,,,9.95,1,"Oct 11, 2019",,Hasbro LITTLEST PET SHOP MIXED LOT DOG CAT BUNDLE Calico Collie Grey Beagle,Action Figure,,Auction
584,0,McFarlane Toys,Military & Adventure,Leatherface,Used,,The Texas Chainsaw Massacre,,26.69,1,"Oct 11, 2019",7in.,Leatherface figure Loose Texas Chainsaw Massacre Movie Maniacs Series 7 2004,Action Figure,2004,BIN
585,0,McFarlane,"TV, Movie & Video Games",,New,,Gears of War,,10.95,1,"Oct 11, 2019",,Gears Of War 4 JD FENIX Collectible Action Figure ,Action Figure,,BIN
586,0,Kenner,Transformers & Robots,Razorclaw,New,,Transformers,,21.0,1,"Oct 11, 2019",,Transformers Beast Wars Razorclaw ,Action Figure,1997,BIN
587,0,Hasbro,"TV, Movie & Video Games",blue ranger,New,2002-Now,Power Rangers Lightning Collection,,26.95,1,"Oct 11, 2019",6in.,Hasbro Power Rangers Lightning Collection SPACE PSYCHO BLUE RANGER MIB,Action Figure,2019,BIN
588,0,Bandai,"TV, Movie & Video Games",Ranger,Used,,Power Rangers,,29.99,1,"Oct 11, 2019",,Mighty Morphin Power Rangers MMPR Lot of Action Figures & Motorcycles Flip Head ,Action Figure,,BIN
589,0,Lanard,Military & Adventure,,Used,,Corps,,10.0,1,"Oct 11, 2019",3.75in.,"Corps by Lanard Avalanche v3 3.75"" inch action figure o-ring #1",Action Figure,1986-1994,BIN
590,0,Mattel,"TV, Movie & Video Games",Battle Blade Skeletor,Used,1980-2001,New Adventures of He Man,,34.99,1,"Oct 11, 2019",5 inch,New Adventures of He Man Battle Blade Skeletor vintage action figure MOTU Rare,Action Figure,1990,BIN
591,0,lanard,Military & Adventure,Soldier,Used,,corps,,7.12,2,"Oct 11, 2019",3.75in.,vintage The Corps! cyborg soldier action figure AVALANCHE lanard 1990,Action Figure,1990,BIN
592,0,Phatmojo,"TV, Movie & Video Games",Ink Bendy,Used,2002-Now,Bendy and the Ink Machine,,13.5,1,"Oct 11, 2019",6in.,"Bendy and the Ink Machine INK BENDY 5"" Action Figure Series 1",Action Figure,2017,BIN
593,0,Bandai,Anime & Manga,,New,,Street Fighter,,45.0,1,"Oct 11, 2019",,"Bandai S.H. Figuarts Ryu ""Street Fighter V"" New Box Has Some Shelf Wear",Action Figure,,BIN
594,0,Marvel Toys,Comic Book Heroes,Spider-Man,New,,Marvel Universe,,12.99,1,"Oct 11, 2019",3.75in.,"SPIDERMAN 2099 Marvel Universe Action Figure 3.75""inch  Loose Character",Action Figure,,BIN
595,0,Kenner,"TV, Movie & Video Games",Leia Organa,New,1980-2001,Star Wars,,350.0,1,"Oct 11, 2019",3.75in.,KENNER STAR WARS 1980 EMPIRE STRIKES BACK LEIA ORGANA BESPIN GOWN AFA 80,Action Figure,1980,BIN
596,1,Does not apply,"TV, Movie & Video Games",,Used,,GI Joe,,9.99,1,"Oct 11, 2019",,Vintage GI Joe Action Figure Clothing Accessories for Parts or Repair Lot ,Action Figure,,Auction
597,1,Banpresto,Anime & Manga,,New,,Code Geass,,10.0,1,"Oct 11, 2019",,EXQ figure of Code Geass: Lelouch of the Rebellion-Kare,Action Figure,,Auction
598,0,Remco,Comic Book Heroes,Spider-Man,Used,Pre-1980,Spider-Man,,17.99,1,"Oct 11, 2019",,"Vintage 1978 Remco Toys Energized Spiderman 12"" Action Figure as-is",Action Figure,1978,BIN
599,0,McFarlane Toys,Music,,Used,,,,20.0,1,"Oct 11, 2019",7in.,JAMES HETFIELD METALLICA HARVESTER OF SOULS 7 INCH FIGURE 2001 MCFARLANE TOYS,Action Figure,2001,BIN
600,0,Star Wars,"TV, Movie & Video Games",,Used,1980-2001,Star Wars,,59.39,1,"Oct 11, 2019",4in.,Star Wars Action Figure Lot Of 11 Vintage '80s Luke Ackbar R2D2 Bib Fortuna,Action Figure,,BIN
601,0,DC Collectibles,Comic Book Heroes,,Used,2002-Now,Green Arrow,,12.45,1,"Oct 11, 2019",,Arrow (Arrow: tv series) - 100% complete (DC Collectibles),Action Figure,,BIN
602,1,McFarlane Toys,Sports,,Used,2005,,,53.0,1,"Oct 11, 2019",12in.,Mcfarlane 12 Inch Red Wing Legend Steve Yzerman Sealed! From 2005 Nice Shape!!!!,Action Figure,2005,Auction
603,0,TOWNS LTD,"TV, Movie & Video Games",Boy,Used,,SECTAURS,,14.99,1,"Oct 11, 2019","7""",Vintage SECTAURS SKULK ACTION FIGURE retro toy 1984 No Weapons,Action Figure,1984,BIN
604,0,GENTLE GIANT,"TV, Movie & Video Games",Royal Guard,New,2002-Now,Star Wars,,69.99,1,"Oct 11, 2019",12in.,"GENTLE GIANT STAR WARS JUMBO VINTAGE EMPEROR'S ROYAL GUARD 12"" 1/6 FIGURE NEW",Action Figure,2018,BIN
605,0,Hasbro,Animals & Dinosaurs,,New,2002-Now,,,19.95,1,"Oct 11, 2019",,"Jurassic World Hasbro Triceratops Dinosaur Plush Figure Approximately 6"" New",Action Figure,,BIN
606,0,Original San Francisco Toymakers,Sports,,Used,1980-2001,,,15.99,1,"Oct 11, 2019",6in.,ECW OSFT Sandman Wrestling Champion Clashers WWE WWF VTG OSFTM,Action Figure,2000,BIN
607,0,UCC Distributing,"TV, Movie & Video Games",,New,,,,14.99,2,"Oct 11, 2019",,"3x STEAMBOAT WILLIE DOMEZ MICKEY DISNEY 2"" COLLECTIBLE BLIND MINI FIGURE NEW",Action Figure,2018,BIN
608,4,Hasbro,"TV, Movie & Video Games",Mutt Williams,New,,,,2.2,1,"Oct 11, 2019",,MUTT WILLIAMS INDYJONES ACTION FIGURE ON CUSTOM  CRYSTAL SKULL CARD SHIA LABEOUF,Action Figure,,Auction
609,0,Kenner,"TV, Movie & Video Games",Rancor,Used,,Star Wars,,29.99,1,"Oct 11, 2019",,VINTAGE Original 1984 KENNER STAR WARS RANCOR MONSTER Return of the Jedi Figure,,1984,BIN
610,0,McFarlane Toys,Music,,New,1980-2001,,,10.0,1,"Oct 11, 2019",,The Beatles Yellow Submarine Figure John with Jeremy NEW -McFARLANE TOYS 1999,Action Figure,1999,BIN
611,1,Kenner,"TV, Movie & Video Games",Darth Vader,Used,,Star Wars,,11.6,1,"Oct 11, 2019",4in.,STAR WARS 1977 DARTH VADER Complete W/ Original Cape & Lightsaber Vtg Figure,Action Figure,1977,Auction
612,0,,"TV, Movie & Video Games",as shown,Used,,Teenage Mutant Ninja Turtles,,8.0,1,"Oct 11, 2019",,TMNT TEENAGE MUTANT NINJA TURTLES 1989 LORD KRANG NM CONDITION 009,Action Figure,1988-1994,BIN
613,0,Playmates Toys,"TV, Movie & Video Games",,New,,Star Trek,,35.0,1,"Oct 11, 2019",,Playmates Star Trek TNG Next Generation lot of 18 figures sealed ,Action Figure,,BIN
614,0,Mattel,"TV, Movie & Video Games",He-Man,Used,1980-2001,Masters of the Universe,,34.99,1,"Oct 11, 2019",,MOTU Snake Face Figure Masters of the Universe He-Man vtg 1986,Action Figure,1986,BIN
615,0,Figma,Anime & Manga,,New,,,,50.0,1,"Oct 11, 2019",,Figma 405 Long-Range Joshi Kosei / Arms Note,Action Figure,,BIN
616,0,Unbranded,Transformers & Robots,,New,,,,25.19,4,"Oct 11, 2019",,Transformers DNA DESIGN DK-06 GRIMLOCK UPGRADE KIT New In stock,,,BIN
617,0,Hasbro,"TV, Movie & Video Games",,New,,,,21.99,1,"Oct 11, 2019",6in.,Power Rangers Lightning collection Beast Morphers Galaxy Magna Defender new ,Action Figure,,BIN
618,0,Galoob,"TV, Movie & Video Games",Chewbacca,New,1980-2001,Star Wars,,29.99,1,"Oct 11, 2019",Micromachines,Star Wars Micro Machines Return of Jedi Chewbacca Endor Playset Galoob,Action Figure,,BIN
619,0,Hasbro,"TV, Movie & Video Games",,New,,Jurassic World,,39.95,1,"Oct 11, 2019",,Jurassic World Dino Hybrid Pteramimus W/ Screeching Attack Working Sound & Light,,,BIN
620,0,HASBRO,"TV, Movie & Video Games",,Used,2002-Now,Star Wars,,29.79,1,"Oct 11, 2019",3.75in.,STAR WARS CLONE WARS COMMANDER WOLFFE CW17 LOOSE COMPLETE,Action Figure,2012,BIN
621,0,,"TV, Movie & Video Games",,Used,,Robotech,,11.55,1,"Oct 11, 2019",6in.,1986 DOLZA * Robotech * Good- Condition * Combine Shipping!,Action Figure,1986,BIN
622,0,,"TV, Movie & Video Games",,Used,,Robotech,,11.55,1,"Oct 11, 2019",6in.,1986 KHYRON * Robotech * Fair+ Condition * Combine Shipping!,Action Figure,1986,BIN
623,0,Hasbro,Military & Adventure,,Used,,GI Joe,,3.95,4,"Oct 11, 2019","3.75""",G I JOE VEHICLE PART  1987 Rolling Thunder        Seatbelt  ,Action Figure,1984,BIN
624,0,Hasbro,Comic Book Heroes,Whippin' Web Chuk Spider-Man,Used,2002-Now,Spider-Man: Web Battlers,,6.97,1,"Oct 11, 2019",,"2010 Hasbro Marvels Web Battlers Spider-Man Whippin' Web Chuk 6"" Action Figure",Action Figure,2010,BIN
625,0,NECA,"TV, Movie & Video Games",Chucky,Used,2002-Now,Childs Play,,5.99,1,"Oct 11, 2019",4in.,"NECA Bride of Chucky Ultimate Set: Specimen Jar + Baster for 6"" Action Figure ",Action Figure,2019,BIN
626,0,Mego,Comic Book Heroes,Batman and Robin,Used,Pre-1980,Batman and Robin,,299.0,1,"Oct 11, 2019",8in.,Mego Batman Robin Vintage 1979 in Original Box Action Figures Set 8 in. DC Comic,Action Figure,1979,BIN
627,0,Bandai,"TV, Movie & Video Games",,Used,,Dragon Ball,,14.99,1,"Oct 11, 2019",,Bandai DBZ Dragon Ball Super Saiyan God Goku 4” HG Gasahpon Action Figure,Action Figure,,BIN
628,0,Hasbro,"TV, Movie & Video Games",,New,,Jurrasic World,,69.95,1,"Oct 11, 2019","8""","JURASSIC WORLD DILOPHOSAURUS 8"" DINOSAUR FIGURE GROWLERS JURASSIC WORLD NIB",Action Figure,2015,BIN
629,0,Galoob,"TV, Movie & Video Games",star wars,New,1980-2001,Star Wars,,34.99,1,"Oct 11, 2019",Macromachines,Star Wars Micro Machines Return of the Jedi R2-D2 Jabbas Palace Playset Galoob,Action Figure,,BIN
630,0,Transformers,Transformers & Robots,Rodimus Prime,New,2002-Now,Transformers,,49.99,1,"Oct 11, 2019",,Transformers: Generations Power of the Primes Leader Evolution Rodimus Prime,Action Figure,,BIN
631,0,Kenner,"TV, Movie & Video Games",Kit,Used,,,,54.99,1,"Oct 11, 2019",,Vintage Star Wars Action Figure Survival Kit Mail Away Sealed Baggie,Action Figure,,BIN
632,0,Kenner,"TV, Movie & Video Games",Ugnaught,Used,,Star Wars,,17.99,1,"Oct 11, 2019",3in.,Vintage Star Wars Ugnaught Near Mint Complete Action Figure 1980 Kenner w/ Case,Action Figure,1980,BIN
633,0,Kenner,"TV, Movie & Video Games",,Used,1980-2001,,,29.95,1,"Oct 11, 2019",3.75in.,1985 POTF vintage KENNER Anakin Skywalker Star Wars power of force mail away htf,Action Figure,1985,BIN
634,2,Hasbro,"TV, Movie & Video Games",Sith Trooper,New,2002-Now,Star Wars,,65.0,1,"Oct 11, 2019",6in.,Star Wars Black Series CARBONIZED Sith Trooper & First Order Jet Trooper Lot,Action Figure,2019,Auction
635,0,Hasbro,"TV, Movie & Video Games",,New,1980-2001,Star Wars VI: Return of the Jedi,,34.99,1,"Oct 11, 2019",Micromachines,Star Wars Micro Machines Empire Strikes Back Planet Dagobah Playset Galoob,Action Figure,,BIN
636,0,Bandai,Anime & Manga,Zaku,New,,Gundam,,12.99,1,"Oct 11, 2019",,"Mobile Suit Gundam Micro Wars "" 04 ZAKU Ⅱ "" Action Figure BANDAI Japan",Action Figure,2019,BIN
637,0,McFarlane Toys,Fantasy,Dragon,New,,,,117.0,1,"Oct 11, 2019",,McFarlane's Dragons Quest For The Lost King Series 1  Set Sealed 5 Dragons Total,Action Figure,2005,BIN
638,0,Galoob,"TV, Movie & Video Games",Stormtrooper,New,1980-2001,Star Wars,,29.99,1,"Oct 11, 2019",Micromachines,Star Wars Micro Machines A New Hope Stormtrooper The Death Star Playset Galoob,Action Figure,,BIN
639,0,McFarlane Toys,Comic Book Heroes,,New,1980-2001,,,11.99,1,"Oct 11, 2019",,McFarlane Toys Collector's Club Todd the Artist Action Figure Brand New!,Action Figure,,BIN
640,0,Super7,"TV, Movie & Video Games",,New,,,,40.0,1,"Oct 11, 2019",,"Alien ReAction Figures 3-Pack - Pack C (Dallas, Lambert, Bloody Alien)",Action Figure,,BIN
641,0,Hasbro,"TV, Movie & Video Games",First Order Jet Trooper,New,,Star Wars,,34.99,1,"Oct 11, 2019",6in.,"Star Wars Black Series, First Order Jet Trooper, 6"" Carbonized Graphite",Action Figure,2019,BIN
642,0,Hasbro,Military & Adventure,Cobra Trooper,Used,,GI Joe,,12.99,1,"Oct 11, 2019",3.75in.,GI JOE 25TH COBRA LEGIONS INFANTRY FORCES COBRA TROOPER LOOSE COMPLETE,Action Figure,2007,BIN
643,5,LJN,"TV, Movie & Video Games",Warduke,Used,1980-2001,Dungeons & Dragons,,20.5,1,"Oct 11, 2019",4.75in.,Lot Action Figures Advanced Dungeons & Dragons LJN 1983 TSR,Action Figure,1983,Auction
644,12,Hasbro,"TV, Movie & Video Games",,New,,,,82.0,1,"Oct 11, 2019",,Hasbro Jurassic Park GI Joe Pachyrhinosaur,,,Auction
645,0,Jazwares,"TV, Movie & Video Games",,New,,Minecraft,,10.0,1,"Oct 11, 2019",3in.,Minecraft: The Nether Biome Series 4 Brand New Collectible Toy,Action Figure,,BIN
646,0,Marvel,Comic Book Heroes,Captain Marvel,New,2002-Now,Marvel Universe,,17.95,1,"Oct 11, 2019",6in.,Marvel Legends lot Captain Marvel and Marvel's Wasp ,Action Figure,2019,BIN
647,0,Hasbro,Military & Adventure,Soldier,Used,,GI Joe,,39.99,1,"Oct 11, 2019",3.75in.,"VINTAGE GI JOE V1 100% Complete ""Cobra Soldier' 1982 Straight Arm Unbroken N/M",Action Figure,1982,BIN
648,0,Mezco,"TV, Movie & Video Games",Batman,Used,,Batman,,164.99,1,"Oct 11, 2019",6in.,Mezco Toys One:12 Collective DC Batman V Superman Knightmare Batman 2017,Action Figure,2017,BIN
649,0,Starting LineUp,Sports,,New,2002-Now,,,1.99,5,"Oct 11, 2019",4 inches high,Jagr/Bure Classic Doubles SLU Starting LineUps Figures,Action Figure,2000,BIN
650,0,Hasbro,Transformers & Robots,,New,2002-Now,Transformers,,50.0,1,"Oct 11, 2019",,Transformers Asia Kids Day Protectobots Emergency Response & Evac Squad Set NEW!,Action Figure,,BIN
651,0,Mattel,Comic Book Heroes,,Used,2002-Now,DC Universe,,30.0,1,"Oct 11, 2019",9in.,Mattel Infinite Crisis Mongul (9 inches) ( Used),Action Figure,,BIN
652,0,Takara,Transformers & Robots,Ratchet,Used,,Transformers,,80.0,1,"Oct 11, 2019",deluxe,Transformers Unite Warriors UW-EX RATCHET LOOSE (No Hand/Foot Gun),Action Figure,,BIN
653,0,,Comic Book Heroes,,Used,2002-Now,,,5.95,1,"Oct 11, 2019",,Marvel Legends - Sub Mariner OR Namor - 100% complete,Action Figure,,BIN
654,0,Hot Toys,"TV, Movie & Video Games",The bat,Used,2002-Now,TDKR,,589.0,1,"Oct 11, 2019",1/12,THE BAT MMSC001 1/12 collectible set HOT TOYS shipping USA included!,Action Figure,2013,BIN
655,0,Kenner,Sports,,New,,,,22.06,1,"Oct 11, 2019",,Soccer Starting Lineup Pele 1998 Timeless Legends Figure w/ Card,,,BIN
656,0,Hasbro,Transformers & Robots,Bumblebee,Used,2002-Now,Transformers,,8.99,1,"Oct 11, 2019",4.5 in,Transformers Playskool Heroes Rescue Bots - Bumblebee,Action Figure,,BIN
657,0,Hasbro,Transformers & Robots,Hot Rod,New,,Transformers,,26.0,1,"Oct 11, 2019",Deluxe Class,Transformers Titans Return 2016 Deluxe HOT ROD Brand New Sealed MOSC,Action Figure,2016,BIN
658,0,Diamond Select,"TV, Movie & Video Games",Frankenstein,New,,,,75.0,1,"Oct 11, 2019",,Bride Of Frankenstein Action Figure,Action Figure,,BIN
659,1,Bandai,"TV, Movie & Video Games",Black Ranger,New,,Power Rangers,,20.0,1,"Oct 11, 2019",,Mighty Morphin Power Rangers Legacy Black Ranger Action Figure. BAF ,Action Figure,,Auction
660,0,Mego,"TV, Movie & Video Games",Farrah Fawcett,New,Pre-1980,Charlies Angels,,18.99,2,"Oct 11, 2019",8in.,"FARRAH FAWCETT Classic 8"" MEGO Action Figure # 1058  Legends Charlies Angels",Action Figure,2019,BIN
661,0,Mattel,"TV, Movie & Video Games",He-Man,Used,1980-2001,Masters of the Universe,,29.99,1,"Oct 11, 2019",,MOTU Mosquitor Masters of the Universe Figure Vintage He-Man 1986 Mattel Works,Action Figure,1986,BIN
662,1,Playmates,"TV, Movie & Video Games",Krang,Used,,Teenage Mutant Ninja Turtles,,8.0,1,"Oct 11, 2019",,Krang Vintage TMNT Ninja Turtles Action Figure w/ Chair Playmates 1989,Action Figure,1989,Auction
663,0,Funko,"TV, Movie & Video Games",Pop,New,,WWE,,49.0,1,"Oct 11, 2019",,WWE The Rock Chase Funko Pop Vinyl Free Protector,,,BIN
664,2,Hasbro,Comic Book Heroes,The Hulk,Used,2008,Incredible Hulk,,13.5,1,"Oct 11, 2019","12""","INCREDIBLE HULK Smash N' Stomp 12 inch Talking Figure Marvel Hasbro 2008, Tested",Action Figure,2008,Auction
665,0,Super7,"TV, Movie & Video Games",Abe Sapien,New,,Hellboy,,20.0,1,"Oct 11, 2019",,ReAction Hellboy Abe Sapien Action Figure,Action Figure,,BIN
666,1,Unbranded,Military & Adventure,,New,,,,8.99,1,"Oct 11, 2019",1/6," MODO Sniper Rifle Weapon Gun For 1/6 Scale12"" Action Figure 1:6 Model Toy",Action Figure,,Auction
667,1,Funko,"TV, Movie & Video Games",Marty McFly,Used,,Back to the Future,,14.99,1,"Oct 11, 2019",3.75in.,Funko ReAction Marty McFly Back to the Future 3 3/4 Action Figure Loose M6,Action Figure,2015,Auction
668,0,Hasbro,"TV, Movie & Video Games",Second Sister,New,2002-Now,Star Wars,,33.99,1,"Oct 11, 2019",,STAR WARS BLACK SERIES CARBONIZED GRAPHITE SECOND SISTER INQUISITOR GAMESTOP,Action Figure,2019,BIN
669,1,Mattel,Military & Adventure,,Used,,,,5.99,1,"Oct 11, 2019",,1986 Mattel Guts Jungle Fighters Hot Flash & Cold Steel Action Soldier Figure's,Action Figure,1986,Auction
670,0,Crazy Owners,"TV, Movie & Video Games",,New,,,,12.99,2,"Oct 11, 2019",,Crazy Owners 1:6 Japanese Samurai Kamishimo Figure - Red Nagajuban,Action Figure,,BIN
671,0,Kenner,Comic Book Heroes,Cyclotron,New,1980-2001,DC Universe,,85.99,1,"Oct 11, 2019",,Sealed Vintage 1985 Kenner DC Super Powers Cyclotron Action Figure,Action Figure,1985,BIN
672,0,Mattel,"TV, Movie & Video Games",Panthor,Used,1980-2001,Masters of the Universe,,69.99,1,"Oct 11, 2019",,"Nice Color! MOTU, Panthor, Masters of the Universe, vintage, complete, He Man",Action Figure,1980's,BIN
673,0,JAKKS Pacific,Anime & Manga,Robot,Used,,,,25.0,1,"Oct 11, 2019",,Pan & Giru Robot And Kid Goku Dragonball GT  DBGT Jakks Figure Bundle,Action Figure,,BIN
674,0,Mattel,"TV, Movie & Video Games",,New,,,,14.99,1,"Oct 11, 2019",6.25in.,MATTEL Halo Alpha Crawler Series Linda-058 Action Figure WITH WEAPONS 30 POINTS ,,,BIN
675,0,Mezco,"TV, Movie & Video Games",Abe Sapien,Used,2002-Now,Hellboy,,28.0,1,"Oct 11, 2019",7in.,"Hellboy Movie ABE SAPIEN 7"" Action Figure Mezco 2004",Action Figure,2004,BIN
676,0,Hot Toys,"TV, Movie & Video Games",Scarlet Spider,New,,Spider-Man,,310.0,1,"Oct 11, 2019",,Hot Toys VGM34 Scarlet Spider Sideshow Exclusive 1/6 Figure READ Description,,,BIN
677,1,Lego,Transformers & Robots,,Used,,,,24.99,1,"Oct 11, 2019",,"Lot Of 4 Bionicle Action Figures- Tarduk, metus, Atikus and Zesk",,,Auction
